"chemical_ID","Annotation.confidence.score","Annotation.raw.score","Module_RTclust","mz","time","MatchCategory","theoretical.mz","delta_ppm","Name","Formula","MonoisotopicMass","Adduct","mean_int_vec"
"HMDB11506",3,231237623.762376,"0_69_3","478.29350",214.6,"Multiple",478.29391,0.86,"LysoPE(18:1(9Z)0:0)","C23H46NO7P","479.301189343","M-H",8556230.2
"HMDB11507",3,248750000,"67_2_15","478.28450",196.3,"Multiple",NA,NA,"LysoPE(18:2(9Z12Z)0:0)","C23H44NO7P","-","M-H_[+2]",1038872.30357143
"HMDB11507",3,248750000,"67_2_15","477.28173",195.5,"Multiple",NA,NA,"LysoPE(18:2(9Z12Z)0:0)","C23H44NO7P","-","M-H_[-1]",2344742.875
"HMDB11507",3,248750000,"67_2_15","476.28019",195.5,"Multiple",476.27826,4.05,"LysoPE(18:2(9Z12Z)0:0)","C23H44NO7P","477.285539279","M-H",6028912.8
"HMDB11514",3,268650000,"0_15_36","503.29623",202.7,"Multiple",NA,NA,"LysoPE(20:3(11Z14Z17Z)0:0)","C25H46NO7P","-","M-H_[-1]",413845.160714286
"HMDB11514",3,268650000,"0_15_36","502.29481",202.7,"Multiple",502.29391,1.79,"LysoPE(20:3(11Z14Z17Z)0:0)","C25H46NO7P","503.301189343","M-H",1723099.7
"HMDB11515",3,268650000,"0_15_36","503.29623",202.7,"Multiple",NA,NA,"LysoPE(20:3(5Z8Z11Z)0:0)","C25H46NO7P","-","M-H_[-1]",413845.160714286
"HMDB11515",3,268650000,"0_15_36","502.29481",202.7,"Multiple",502.29391,1.79,"LysoPE(20:3(5Z8Z11Z)0:0)","C25H46NO7P","503.301189343","M-H",1723099.7
"HMDB11516",3,268650000,"0_15_36","503.29623",202.7,"Multiple",NA,NA,"LysoPE(20:3(8Z11Z14Z)0:0)","C25H46NO7P","-","M-H_[-1]",413845.160714286
"HMDB11516",3,268650000,"0_15_36","502.29481",202.7,"Multiple",502.29391,1.79,"LysoPE(20:3(8Z11Z14Z)0:0)","C25H46NO7P","503.301189343","M-H",1723099.7
