"chemical_ID","Annotation.confidence.score","Annotation.raw.score","Module_RTclust","mz","time","MatchCategory","theoretical.mz","delta_ppm","Name","Formula","MonoisotopicMass","Adduct","mean_int_vec"
"HMDB00001",3,2.5e+08,"104_2_1","172.09665",88,"Multiple",NA,NA,"1-Methylhistidine","C7H11N3O2","-","M+H_[+2]",8379899.53571429
"HMDB00001",3,2.5e+08,"104_2_1","171.08942",87.5,"Multiple",NA,NA,"1-Methylhistidine","C7H11N3O2","-","M+H_[+1]",18666949.6428571
"HMDB00001",3,2.5e+08,"104_2_1","171.09573",87.2,"Multiple",NA,NA,"1-Methylhistidine","C7H11N3O2","-","M+H_[+1]",136403199.553571
"HMDB00001",3,2.5e+08,"104_2_1","170.09240",87.5,"Multiple",170.0924,0,"1-Methylhistidine","C7H11N3O2","169.085126611","M+H",1863233211.3
"HMDB00037",3,259306930.693069,"153_11_1","362.20391",29.7,"Multiple",NA,NA,"Aldosterone","C21H28O5","-","M+H_[+1]",2796512.09821429
"HMDB00037",3,259306930.693069,"153_11_1","361.20098",29.6,"Multiple",361.20095,0.08,"Aldosterone","C21H28O5","360.193674006","M+H",12662966.8
"HMDB00054",3,1897168141.59292,"41_113_1","607.25423",26,"Multiple",607.2527,2.52,"Bilirubin","C33H36N4O6","584.263484904","M+Na",1011070.7
"HMDB00054",3,1897168141.59292,"41_113_1","587.27769",27.1,"Multiple",NA,NA,"Bilirubin","C33H36N4O6","-","M+H_[+2]",26625830.2142857
"HMDB00054",3,1897168141.59292,"41_113_1","586.27345",26.8,"Multiple",NA,NA,"Bilirubin","C33H36N4O6","-","M+H_[+1]",136241175.767857
"HMDB00054",3,1897168141.59292,"41_113_1","585.26961",27.3,"Multiple",585.27076,1.96,"Bilirubin","C33H36N4O6","584.263484904","M+H",391044627.3
"HMDB00064",3,5481203007.5188,"175_1_2","154.05866",67.3,"Multiple",154.05869,0.19,"Creatine","C4H9N3O2","131.069476547","M+Na",109808995.1
"HMDB00064",3,5481203007.5188,"175_1_2","133.08010",68.4,"Multiple",NA,NA,"Creatine","C4H9N3O2","-","M+H_[+1]",49989038.5714286
"HMDB00064",3,5481203007.5188,"175_1_2","132.07678",70.6,"Multiple",132.07675,0.23,"Creatine","C4H9N3O2","131.069476547","M+H",1325272414
"HMDB00064",3,5481203007.5188,"175_1_2","176.04060",67.5,"Multiple",176.04064,0.23,"Creatine","C4H9N3O2","131.069476547","M+2Na-H",56239121
"HMDB00070",3,1414100719.42446,"0_215_1","131.08964",59.9,"Multiple",NA,NA,"Pipecolic acid","C6H11NO2","-","M+H_[+1]",12793477.6607143
"HMDB00070",3,1414100719.42446,"0_215_1","130.08629",59.6,"Multiple",130.08625,0.31,"Pipecolic acid","C6H11NO2","129.078978601","M+H",117531603.4
"HMDB00070",3,1414100719.42446,"0_215_1","174.05017",63.5,"Multiple",174.05014,0.17,"Pipecolic acid","C6H11NO2","129.078978601","M+2Na-H",3219994
"HMDB00073",3,1981651376.14679,"59_1_1","171.11280",32.5,"Multiple",171.1128,0,"Dopamine","C8H11NO2","153.078978601","M+NH4",48419879.5
"HMDB00073",3,1981651376.14679,"59_1_1","155.08954",33.4,"Multiple",NA,NA,"Dopamine","C8H11NO2","-","M+H_[+1]",1598532.55357143
"HMDB00073",3,1981651376.14679,"59_1_1","154.08624",33,"Multiple",154.08625,0.06,"Dopamine","C8H11NO2","153.078978601","M+H",22039986.7
"HMDB00079",3,15428571.4285714,"59_1_3","129.06584",71.6,"Multiple",129.06585,0.08,"Dihydrothymine","C5H8N2O2","128.05857751","M+H",66592608.7
"HMDB00079",3,15428571.4285714,"59_1_3","173.02978",67.6,"Multiple",173.02974,0.23,"Dihydrothymine","C5H8N2O2","128.05857751","M+2Na-H",4296366.9
"HMDB00092",3,242357142.857143,"232_2_4","105.07399",63.8,"Multiple",NA,NA,"Dimethylglycine","C4H9NO2","-","M+H_[+1]",3412256.23214286
"HMDB00092",3,242357142.857143,"232_2_4","104.07059",63.3,"Multiple",104.0706,0.1,"Dimethylglycine","C4H9NO2","103.063328537","M+H",74367456.2
"HMDB00112",3,242357142.857143,"232_2_4","105.07399",63.8,"Multiple",NA,NA,"Gamma-Aminobutyric acid","C4H9NO2","-","M+H_[+1]",3412256.23214286
"HMDB00112",3,242357142.857143,"232_2_4","104.07059",63.3,"Multiple",104.0706,0.1,"Gamma-Aminobutyric acid","C4H9NO2","103.063328537","M+H",74367456.2
"HMDB00114",3,32289663461.5384,"77_2_5","238.04502",96.4,"Multiple",238.04509,0.29,"Glycerylphosphorylethanolamine","C5H14NO6P","215.055873697","M+Na",18132893.2
"HMDB00114",3,32289663461.5384,"77_2_5","198.05277",96.3,"Multiple",198.05317,2.02,"Glycerylphosphorylethanolamine","C5H14NO6P","215.055873697","M+H-H2O",4593516.8
"HMDB00114",3,32289663461.5384,"77_2_5","218.06728",96.2,"Multiple",NA,NA,"Glycerylphosphorylethanolamine","C5H14NO6P","-","M+H_[+2]",989299.526785714
"HMDB00114",3,32289663461.5384,"77_2_5","217.06654",96,"Multiple",NA,NA,"Glycerylphosphorylethanolamine","C5H14NO6P","-","M+H_[+1]",3794527.80357143
"HMDB00114",3,32289663461.5384,"77_2_5","216.06316",96.4,"Multiple",216.06315,0.05,"Glycerylphosphorylethanolamine","C5H14NO6P","215.055873697","M+H",73014454.9
"HMDB00114",3,32289663461.5384,"77_2_5","260.02695",96.2,"Multiple",260.02703,0.31,"Glycerylphosphorylethanolamine","C5H14NO6P","215.055873697","M+2Na-H",2868914
"HMDB00114",3,32289663461.5384,"77_2_5","453.10081",96.1,"Multiple",453.10097,0.35,"Glycerylphosphorylethanolamine","C5H14NO6P","215.055873697","2M+Na",794832.2
"HMDB00157",3,4977310344.82759,"40_3_1","159.02772",44.6,"Multiple",159.02773,0.06,"Hypoxanthine","C5H4N4O","136.03851077","M+Na",164356701.1
"HMDB00157",3,4977310344.82759,"40_3_1","138.04876",48.8,"Multiple",NA,NA,"Hypoxanthine","C5H4N4O","-","M+H_[+1]",39922037.9642857
"HMDB00157",3,4977310344.82759,"40_3_1","138.04284",44.3,"Multiple",NA,NA,"Hypoxanthine","C5H4N4O","-","M+H_[+1]",3928705.26785714
"HMDB00157",3,4977310344.82759,"40_3_1","137.04566",46,"Multiple",137.04579,0.95,"Hypoxanthine","C5H4N4O","136.03851077","M+H",303636759.8
"HMDB00157",3,4977310344.82759,"40_3_1","181.00965",44.8,"Multiple",181.00967,0.11,"Hypoxanthine","C5H4N4O","136.03851077","M+2Na-H",12431025.6
"HMDB00158",3,1942018361.62385,"134_2_4","182.08120",53.8,"Unique",182.08117,0.16,"L-Tyrosine","C9H11NO3","181.073893223","M+H",307795452.1
"HMDB00158",3,1942018361.62385,"134_2_4","226.04517",54.7,"Unique",226.04505,0.53,"L-Tyrosine","C9H11NO3","181.073893223","M+2Na-H",35394852.4
"HMDB00159",3,1735384628.38462,"134_2_3","166.08628",48.3,"Unique",166.08625,0.18,"L-Phenylalanine","C9H11NO2","165.078978601","M+H",2408171034.3
"HMDB00159",3,1735384628.38462,"134_2_3","210.05009",46.6,"Unique",210.05014,0.24,"L-Phenylalanine","C9H11NO2","165.078978601","M+2Na-H",37577586.8
"HMDB00162",3,4044452070.79452,"134_1_4","118.07818",57.8,"Unique",NA,NA,"L-Proline","C5H9NO2","-","M+H_[+2]",9542849.92857143
"HMDB00162",3,4044452070.79452,"134_1_4","116.07058",62.1,"Unique",116.0706,0.17,"L-Proline","C5H9NO2","115.063328537","M+H",2517480894.7
"HMDB00162",3,4044452070.79452,"134_1_4","160.03449",62.4,"Unique",160.03449,0,"L-Proline","C5H9NO2","115.063328537","M+2Na-H",65449636.8
"HMDB00167",3,1816779682.01695,"134_1_4","121.06887",69.5,"Unique",NA,NA,"L-Threonine","C4H9NO3","-","M+H_[+1]",33508855.4464286
"HMDB00167",3,1816779682.01695,"134_1_4","120.06552",69.6,"Unique",120.06552,0,"L-Threonine","C4H9NO3","119.058243159","M+H",752621591.6
"HMDB00172",3,1841538474.53846,"134_2_3","134.10862",46.3,"Multiple",NA,NA,"L-Isoleucine","C6H13NO2","-","M+H_[+2]",7420553.41071429
"HMDB00172",3,1841538474.53846,"134_2_3","133.10527",46.2,"Multiple",NA,NA,"L-Isoleucine","C6H13NO2","-","M+H_[+1]",289139733.571429
"HMDB00172",3,1841538474.53846,"134_2_3","132.10193",46.2,"Multiple",132.1019,0.23,"L-Isoleucine","C6H13NO2","131.094628665","M+H",4512674201.4
"HMDB00177",3,1648854974.83206,"134_1_6","158.08342",89.6,"Unique",NA,NA,"L-Histidine","C6H9N3O2","-","M+H_[+2]",7221286.69642857
"HMDB00177",3,1648854974.83206,"134_1_6","158.07706",89.7,"Unique",NA,NA,"L-Histidine","C6H9N3O2","-","M+H_[+2]",3087733.51785714
"HMDB00177",3,1648854974.83206,"134_1_6","157.07380",89.9,"Unique",NA,NA,"L-Histidine","C6H9N3O2","-","M+H_[+1]",51271255.8928571
"HMDB00177",3,1648854974.83206,"134_1_6","156.07677",92.7,"Unique",156.07675,0.13,"L-Histidine","C6H9N3O2","155.069476547","M+H",5129031235.8
"HMDB00187",3,5788260012,"134_1_5","108.05407",77.1,"Unique",NA,NA,"L-Serine","C3H7NO3","-","M+H_[+2]",2521841.42857143
"HMDB00187",3,5788260012,"134_1_5","107.04689",77.3,"Unique",NA,NA,"L-Serine","C3H7NO3","-","M+H_[+1]",1685621.33035714
"HMDB00195",3,19587272.7272727,"40_3_1","291.06955",47.8,"Multiple",291.06999,1.51,"Inosine","C10H12N4O5","268.080769514","M+Na",18418595.6
"HMDB00195",3,19587272.7272727,"40_3_1","269.08789",48.8,"Multiple",269.08805,0.59,"Inosine","C10H12N4O5","268.080769514","M+H",7526783.9
"HMDB00197",3,248373786.407767,"122_2_1","177.07392",29.8,"Multiple",NA,NA,"Indoleacetic acid","C10H9NO2","-","M+H_[+1]",6769471.23214286
"HMDB00197",3,248373786.407767,"122_2_1","176.07055",29.5,"Multiple",176.0706,0.28,"Indoleacetic acid","C10H9NO2","175.063328537","M+H",25861696.8
"HMDB00201",3,217741935.483871,"195_2_2","205.12661",46,"Unique",NA,NA,"L-Acetylcarnitine","C9H17NO4","-","M+H_[+1]",36305712.2857143
"HMDB00201",3,217741935.483871,"195_2_2","204.12302",43.6,"Unique",204.12303,0.05,"L-Acetylcarnitine","C9H17NO4","203.115758037","M+H",386240415.3
"HMDB00207",3,6682500000,"55_7_1","265.25253",27.1,"Multiple",265.25318,2.45,"Oleic acid","C18H34O2","282.255880332","M+H-H2O",2594559.1
"HMDB00207",3,6682500000,"55_7_1","284.26631",26.6,"Multiple",NA,NA,"Oleic acid","C18H34O2","-","M+H_[+1]",2631895.32142857
"HMDB00207",3,6682500000,"55_7_1","283.26303",26.9,"Multiple",283.26316,0.46,"Oleic acid","C18H34O2","282.255880332","M+H",13915682.7
"HMDB00207",3,6682500000,"55_7_1","324.28959",27.1,"Multiple",324.28971,0.37,"Oleic acid","C18H34O2","282.255880332","M+ACN+H",1481327.2
"HMDB00222",3,241071428.571429,"32_14_1","401.34529",27,"Unique",NA,NA,"L-Palmitoylcarnitine","C23H45NO4","-","M+H_[+1]",15544607.7321429
"HMDB00222",3,241071428.571429,"32_14_1","400.34280",28.2,"Unique",400.34213,1.67,"L-Palmitoylcarnitine","C23H45NO4","399.334858933","M+H",71058195.9
"HMDB00230",3,19985046.728972,"77_19_3","292.10256",79.3,"Multiple",292.10328,2.46,"N-Acetylneuraminic acid","C11H19NO9","309.105981211","M+H-H2O",5929666.1
"HMDB00230",3,19985046.728972,"77_19_3","310.11311",80,"Multiple",310.11326,0.48,"N-Acetylneuraminic acid","C11H19NO9","309.105981211","M+H",35701051.5
"HMDB00244",3,190845323.741007,"208_2_6","379.14781",99.8,"Multiple",NA,NA,"Riboflavin","C17H20N4O6","-","M+H_[+2]",357222.160714286
"HMDB00244",3,190845323.741007,"208_2_6","377.14569",95.9,"Multiple",377.14556,0.34,"Riboflavin","C17H20N4O6","376.138284392","M+H",57128350.4
"HMDB00251",3,25637019230.7692,"77_4_3","148.00388",60.8,"Unique",148.00388,0,"Taurine","C2H7NO3S","125.014663785","M+Na",226922793.6
"HMDB00251",3,25637019230.7692,"77_4_3","128.01771",61.6,"Unique",NA,NA,"Taurine","C2H7NO3S","-","M+H_[+2]",3484191.3125
"HMDB00251",3,25637019230.7692,"77_4_3","126.02196",63.8,"Unique",126.02194,0.16,"Taurine","C2H7NO3S","125.014663785","M+H",89785620.5
"HMDB00251",3,25637019230.7692,"77_4_3","189.03036",60.9,"Unique",189.03043,0.37,"Taurine","C2H7NO3S","125.014663785","M+ACN+Na",2821252.4
"HMDB00251",3,25637019230.7692,"77_4_3","273.01841",61.2,"Unique",273.01855,0.51,"Taurine","C2H7NO3S","125.014663785","2M+Na",3607993.8
"HMDB00251",3,25637019230.7692,"77_4_3","251.03656",61.7,"Unique",251.0366,0.16,"Taurine","C2H7NO3S","125.014663785","2M+H",1613380
"HMDB00252",3,257426470.588235,"195_8_1","301.29288",27,"Multiple",NA,NA,"Sphingosine","C18H37NO2","-","M+H_[+1]",2395953.59821429
"HMDB00252",3,257426470.588235,"195_8_1","300.28961",26.8,"Multiple",300.28971,0.33,"Sphingosine","C18H37NO2","299.282429433","M+H",13599545.1
"HMDB00259",3,252336448.598131,"59_1_1","178.10552",34.9,"Multiple",NA,NA,"Serotonin","C10H12N2O","-","M+H_[+1]",3237149.10714286
"HMDB00259",3,252336448.598131,"59_1_1","177.10220",34.2,"Multiple",177.10224,0.23,"Serotonin","C10H12N2O","176.094963016","M+H",33414451.5
"HMDB00301",3,53535937.5,"134_1_6","139.05022",89.9,"Multiple",139.0502,0.14,"Urocanic acid","C6H6N2O2","138.042927446","M+H",2119233.4
"HMDB00301",3,53535937.5,"134_1_6","111.05527",91.3,"Multiple",111.05529,0.18,"Urocanic acid","C6H6N2O2","138.042927446","M+2ACN+2H",5820702
"HMDB00328",3,1384615384.61538,"248_2_1","413.26597",20.9,"Multiple",413.26623,0.63,"12-Ketodeoxycholic acid","C24H38O4","390.277009704","M+Na",6667601.4
"HMDB00328",3,1384615384.61538,"248_2_1","392.28742",26.5,"Multiple",NA,NA,"12-Ketodeoxycholic acid","C24H38O4","-","M+H_[+1]",26419532.9821429
"HMDB00328",3,1384615384.61538,"248_2_1","391.28388",26.4,"Multiple",391.28429,1.05,"12-Ketodeoxycholic acid","C24H38O4","390.277009704","M+H",100694466.5
"HMDB00378",3,241250000,"77_50_1","247.17309",38.7,"Multiple",NA,NA,"2-Methylbutyroylcarnitine","C12H23NO4","-","M+H_[+1]",5499945.5
"HMDB00378",3,241250000,"77_50_1","246.16993",37.9,"Multiple",246.16998,0.2,"2-Methylbutyroylcarnitine","C12H23NO4","245.162708229","M+H",42863548.2
"HMDB00413",3,20637623.7623762,"203_2_1","264.18031",29,"Multiple",264.18055,0.91,"3-Hydroxydodecanedioic acid","C12H22O5","246.146723814","M+NH4",2153338.8
"HMDB00413",3,20637623.7623762,"203_2_1","247.15399",28.9,"Multiple",247.154,0.04,"3-Hydroxydodecanedioic acid","C12H22O5","246.146723814","M+H",3891579.9
"HMDB00425",3,19587272.7272727,"40_3_1","291.06955",47.8,"Multiple",291.06865,3.09,"3-Deoxy-D-glycero-D-galacto-2-nonulosonic acid","C9H16O9","268.07943211","M+Na",18418595.6
"HMDB00425",3,19587272.7272727,"40_3_1","269.08789",48.8,"Multiple",269.08671,4.39,"3-Deoxy-D-glycero-D-galacto-2-nonulosonic acid","C9H16O9","268.07943211","M+H",7526783.9
"HMDB00430",3,267300000,"32_8_1","418.33888",27.8,"Multiple",NA,NA,"2425-Dihydroxyvitamin D","C27H44O3","-","M+H_[+1]",2114647.34821429
"HMDB00430",3,267300000,"32_8_1","417.33571",27.8,"Multiple",417.33632,1.46,"2425-Dihydroxyvitamin D","C27H44O3","416.329045274","M+H",8597663.4
"HMDB00447",3,247932692.307692,"0_1790_1","406.26690",29.9,"Multiple",NA,NA,"7a12a-Dihydroxy-3-oxo-4-cholenoic acid","C24H36O5","-","M+H_[+1]",1815907.00892857
"HMDB00447",3,247932692.307692,"0_1790_1","405.26320",29.5,"Multiple",405.26355,0.86,"7a12a-Dihydroxy-3-oxo-4-cholenoic acid","C24H36O5","404.256274262","M+H",6937428.9
"HMDB00452",3,242357142.857143,"232_2_4","105.07399",63.8,"Multiple",NA,NA,"L-Alpha-aminobutyric acid","C4H9NO2","-","M+H_[+1]",3412256.23214286
"HMDB00452",3,242357142.857143,"232_2_4","104.07059",63.3,"Multiple",104.0706,0.1,"L-Alpha-aminobutyric acid","C4H9NO2","103.063328537","M+H",74367456.2
"HMDB00460",3,1384615384.61538,"248_2_1","413.26597",20.9,"Multiple",413.26623,0.63,"7-Hydroxy-3-oxocholanoic acid","C24H38O4","390.277009704","M+Na",6667601.4
"HMDB00460",3,1384615384.61538,"248_2_1","392.28742",26.5,"Multiple",NA,NA,"7-Hydroxy-3-oxocholanoic acid","C24H38O4","-","M+H_[+1]",26419532.9821429
"HMDB00460",3,1384615384.61538,"248_2_1","391.28388",26.4,"Multiple",391.28429,1.05,"7-Hydroxy-3-oxocholanoic acid","C24H38O4","390.277009704","M+H",100694466.5
"HMDB00467",3,1384615384.61538,"248_2_1","413.26597",20.9,"Multiple",413.26623,0.63,"Nutriacholic acid","C24H38O4","390.277009704","M+Na",6667601.4
"HMDB00467",3,1384615384.61538,"248_2_1","392.28742",26.5,"Multiple",NA,NA,"Nutriacholic acid","C24H38O4","-","M+H_[+1]",26419532.9821429
"HMDB00467",3,1384615384.61538,"248_2_1","391.28388",26.4,"Multiple",391.28429,1.05,"Nutriacholic acid","C24H38O4","390.277009704","M+H",100694466.5
"HMDB00479",3,2.5e+08,"104_2_1","172.09665",88,"Multiple",NA,NA,"3-Methylhistidine","C7H11N3O2","-","M+H_[+2]",8379899.53571429
"HMDB00479",3,2.5e+08,"104_2_1","171.08942",87.5,"Multiple",NA,NA,"3-Methylhistidine","C7H11N3O2","-","M+H_[+1]",18666949.6428571
"HMDB00479",3,2.5e+08,"104_2_1","171.09573",87.2,"Multiple",NA,NA,"3-Methylhistidine","C7H11N3O2","-","M+H_[+1]",136403199.553571
"HMDB00479",3,2.5e+08,"104_2_1","170.09240",87.5,"Multiple",170.0924,0,"3-Methylhistidine","C7H11N3O2","169.085126611","M+H",1863233211.3
"HMDB00481",3,19587272.7272727,"40_3_1","291.06955",47.8,"Multiple",291.06999,1.51,"Allopurinol riboside","C10H12N4O5","268.080769514","M+Na",18418595.6
"HMDB00481",3,19587272.7272727,"40_3_1","269.08789",48.8,"Multiple",269.08805,0.59,"Allopurinol riboside","C10H12N4O5","268.080769514","M+H",7526783.9
"HMDB00488",3,1897168141.59292,"41_113_1","607.25423",26,"Multiple",607.2527,2.52,"4E15Z-Bilirubin IXa","C33H36N4O6","584.263484904","M+Na",1011070.7
"HMDB00488",3,1897168141.59292,"41_113_1","587.27769",27.1,"Multiple",NA,NA,"4E15Z-Bilirubin IXa","C33H36N4O6","-","M+H_[+2]",26625830.2142857
"HMDB00488",3,1897168141.59292,"41_113_1","586.27345",26.8,"Multiple",NA,NA,"4E15Z-Bilirubin IXa","C33H36N4O6","-","M+H_[+1]",136241175.767857
"HMDB00488",3,1897168141.59292,"41_113_1","585.26961",27.3,"Multiple",585.27076,1.96,"4E15Z-Bilirubin IXa","C33H36N4O6","584.263484904","M+H",391044627.3
"HMDB00503",3,1384615384.61538,"248_2_1","413.26597",20.9,"Multiple",413.26623,0.63,"7a-Hydroxy-3-oxo-5b-cholanoic acid","C24H38O4","390.277009704","M+Na",6667601.4
"HMDB00503",3,1384615384.61538,"248_2_1","392.28742",26.5,"Multiple",NA,NA,"7a-Hydroxy-3-oxo-5b-cholanoic acid","C24H38O4","-","M+H_[+1]",26419532.9821429
"HMDB00503",3,1384615384.61538,"248_2_1","391.28388",26.4,"Multiple",391.28429,1.05,"7a-Hydroxy-3-oxo-5b-cholanoic acid","C24H38O4","390.277009704","M+H",100694466.5
"HMDB00517",3,1.6e+09,"69_1_1","157.10840",86.1,"Multiple",157.10898,3.69,"L-Arginine","C6H14N4O2","174.111675712","M+H-H2O",1361946.9
"HMDB00517",3,1.6e+09,"69_1_1","177.12316",85.5,"Multiple",NA,NA,"L-Arginine","C6H14N4O2","-","M+H_[+2]",7992614.66071429
"HMDB00517",3,1.6e+09,"69_1_1","176.11593",85.6,"Multiple",NA,NA,"L-Arginine","C6H14N4O2","-","M+H_[+1]",26356868.375
"HMDB00517",3,1.6e+09,"69_1_1","176.12229",85.5,"Multiple",NA,NA,"L-Arginine","C6H14N4O2","-","M+H_[+1]",123574744.160714
"HMDB00517",3,1.6e+09,"69_1_1","175.11893",89,"Multiple",175.11895,0.11,"L-Arginine","C6H14N4O2","174.111675712","M+H",1928520805.5
"HMDB00549",3,18225000,"94_1_58","90.03721",111.5,"Multiple",NA,NA,"Gamma-Butyrolactone","C4H6O2","-","M+H_[+3]",2780709.58928571
"HMDB00549",3,18225000,"94_1_58","87.04407",110.3,"Multiple",87.04406,0.11,"Gamma-Butyrolactone","C4H6O2","86.036779436","M+H",3483236
"HMDB00557",3,1841538461.53846,"134_2_3","134.10618",46.5,"Multiple",NA,NA,"L-Alloisoleucine","C6H13NO2","-","M+H_[+2]",17271444.875
"HMDB00557",3,1841538461.53846,"134_2_3","132.50913",46.8,"Multiple",NA,NA,"L-Alloisoleucine","C6H13NO2","-","M+H_[+1]",3745585.27678571
"HMDB00557",3,1841538461.53846,"134_2_3","176.06578",45.1,"Multiple",176.06579,0.06,"L-Alloisoleucine","C6H13NO2","131.094628665","M+2Na-H",50749272.7
"HMDB00560",3,20530693.0693069,"52_2_1","207.17433",27.5,"Multiple",207.17493,2.9,"58-Tetradecadienoic acid","C14H24O2","224.177630012","M+H-H2O",1874366.2
"HMDB00560",3,20530693.0693069,"52_2_1","225.18486",27.6,"Multiple",225.18491,0.22,"58-Tetradecadienoic acid","C14H24O2","224.177630012","M+H",2186097.8
"HMDB00562",3,247706422.018349,"0_173_1","115.06322",37.2,"Unique",NA,NA,"Creatinine","C4H7N3O","-","M+H_[+1]",28429728.8571429
"HMDB00562",3,247706422.018349,"0_173_1","115.06953",37.2,"Unique",NA,NA,"Creatinine","C4H7N3O","-","M+H_[+1]",116501923.142857
"HMDB00562",3,247706422.018349,"0_173_1","114.06621",36.3,"Unique",114.06619,0.18,"Creatinine","C4H7N3O","113.058911861","M+H",2729607149
"HMDB00564",3,258859223.300971,"0_742_1","735.57511",31.2,"Multiple",NA,NA,"PC(16:016:0)","C40H80NO8P","-","M+H_[+1]",2254383.80357143
"HMDB00564",3,258859223.300971,"0_742_1","734.56679",31.5,"Multiple",734.56943,3.59,"PC(16:016:0)","C40H80NO8P","733.562155053","M+H",4502860.6
"HMDB00567",3,69044711.5384616,"134_2_3","131.04915",48,"Multiple",131.04973,4.43,"Cinnamic acid","C9H8O2","148.0524295","M+H-H2O",16757467.1
"HMDB00567",3,69044711.5384616,"134_2_3","149.05975",47.9,"Multiple",149.05971,0.27,"Cinnamic acid","C9H8O2","148.0524295","M+H",13328615.1
"HMDB00573",3,6682500000,"55_7_1","265.25253",27.1,"Multiple",265.25318,2.45,"Elaidic acid","C18H34O2","282.255880332","M+H-H2O",2594559.1
"HMDB00573",3,6682500000,"55_7_1","284.26631",26.6,"Multiple",NA,NA,"Elaidic acid","C18H34O2","-","M+H_[+1]",2631895.32142857
"HMDB00573",3,6682500000,"55_7_1","283.26303",26.9,"Multiple",283.26316,0.46,"Elaidic acid","C18H34O2","282.255880332","M+H",13915682.7
"HMDB00573",3,6682500000,"55_7_1","324.28959",27.1,"Multiple",324.28971,0.37,"Elaidic acid","C18H34O2","282.255880332","M+ACN+H",1481327.2
"HMDB00631",3,257426470.588235,"59_1_1","451.32453",29.6,"Multiple",NA,NA,"Deoxycholic acid glycine conjugate","C26H43NO5","-","M+H_[+1]",3334570.79464286
"HMDB00631",3,257426470.588235,"59_1_1","450.32118",29.4,"Multiple",450.3214,0.49,"Deoxycholic acid glycine conjugate","C26H43NO5","449.314123491","M+H",13003128
"HMDB00637",3,257426470.588235,"59_1_1","451.32453",29.6,"Multiple",NA,NA,"Chenodeoxycholic acid glycine conjugate","C26H43NO5","-","M+H_[+1]",3334570.79464286
"HMDB00637",3,257426470.588235,"59_1_1","450.32118",29.4,"Multiple",450.3214,0.49,"Chenodeoxycholic acid glycine conjugate","C26H43NO5","449.314123491","M+H",13003128
"HMDB00641",3,24816176486.5882,"134_1_5","151.04773",75,"Unique",NA,NA,"L-Glutamine","C5H10N2O3","-","M+H_[+4]",59714226.4107143
"HMDB00641",3,24816176486.5882,"134_1_5","149.08066",76.8,"Unique",NA,NA,"L-Glutamine","C5H10N2O3","-","M+H_[+2]",33494969.875
"HMDB00641",3,24816176486.5882,"134_1_5","149.02665",78.6,"Unique",NA,NA,"L-Glutamine","C5H10N2O3","-","M+H_[+2]",1473310.04464286
"HMDB00641",3,24816176486.5882,"134_1_5","147.55478",76,"Unique",NA,NA,"L-Glutamine","C5H10N2O3","-","M+H_[+1]",3706458.53571429
"HMDB00641",3,24816176486.5882,"134_1_5","148.07971",77.1,"Unique",NA,NA,"L-Glutamine","C5H10N2O3","-","M+H_[+1]",265679803.160714
"HMDB00641",3,24816176486.5882,"134_1_5","315.12752",75.2,"Unique",315.1275,0.06,"L-Glutamine","C5H10N2O3","146.069142196","2M+Na",57795885.2
"HMDB00650",3,242357142.857143,"232_2_4","105.07399",63.8,"Multiple",NA,NA,"D-Alpha-aminobutyric acid","C4H9NO2","-","M+H_[+1]",3412256.23214286
"HMDB00650",3,242357142.857143,"232_2_4","104.07059",63.3,"Multiple",104.0706,0.1,"D-Alpha-aminobutyric acid","C4H9NO2","103.063328537","M+H",74367456.2
"HMDB00670",3,1894736842.10526,"105_8_1","211.11647",80.6,"Multiple",211.11654,0.33,"Homo-L-arginine","C7H16N4O2","188.127325776","M+Na",14393400.6
"HMDB00670",3,1894736842.10526,"105_8_1","191.14133",79.2,"Multiple",NA,NA,"Homo-L-arginine","C7H16N4O2","-","M+H_[+2]",640220.25
"HMDB00670",3,1894736842.10526,"105_8_1","190.13158",79.3,"Multiple",NA,NA,"Homo-L-arginine","C7H16N4O2","-","M+H_[+1]",7394838.75
"HMDB00670",3,1894736842.10526,"105_8_1","190.13788",79.5,"Multiple",NA,NA,"Homo-L-arginine","C7H16N4O2","-","M+H_[+1]",40862670.8571429
"HMDB00670",3,1894736842.10526,"105_8_1","189.13463",80.4,"Multiple",189.1346,0.16,"Homo-L-arginine","C7H16N4O2","188.127325776","M+H",541684597.8
"HMDB00673",3,6890785714.28571,"55_7_1","263.23692",27,"Multiple",263.23753,2.32,"Linoleic acid","C18H32O2","280.240230268","M+H-H2O",5863485.3
"HMDB00673",3,6890785714.28571,"55_7_1","282.25063",27.1,"Multiple",NA,NA,"Linoleic acid","C18H32O2","-","M+H_[+1]",3311285.32142857
"HMDB00673",3,6890785714.28571,"55_7_1","322.27393",26.8,"Multiple",322.27406,0.4,"Linoleic acid","C18H32O2","280.240230268","M+ACN+H",610953
"HMDB00684",3,1747317073.17073,"105_3_3","231.07394",47.7,"Multiple",231.07401,0.3,"L-Kynurenine","C10H12N2O3","208.08479226","M+Na",6330036.5
"HMDB00684",3,1747317073.17073,"105_3_3","210.09540",49.1,"Multiple",NA,NA,"L-Kynurenine","C10H12N2O3","-","M+H_[+1]",9327497.96428571
"HMDB00687",3,1841538474.53846,"134_2_3","134.10862",46.3,"Multiple",NA,NA,"L-Leucine","C6H13NO2","-","M+H_[+2]",7420553.41071429
