"chemical_ID","Annotation.confidence.score","Annotation.raw.score","Module_RTclust","mz","time","MatchCategory","theoretical.mz","delta_ppm","Name","Formula","MonoisotopicMass","Adduct","mean_int_vec"
"HMDB00008",3,203522727.272727,"58_1_1","104.04346",22.7,"Multiple",NA,NA,"2-Hydroxybutyric acid","C4H8O3","-","M-H_[-1]",5658857.46428571
"HMDB00008",3,203522727.272727,"58_1_1","103.04007",25.9,"Multiple",103.04007,0,"2-Hydroxybutyric acid","C4H8O3","104.047344122","M-H",127388892.7
"HMDB00011",3,203522727.272727,"58_1_1","104.04346",22.7,"Multiple",NA,NA,"(R)-3-Hydroxybutyric acid","C4H8O3","-","M-H_[-1]",5658857.46428571
"HMDB00011",3,203522727.272727,"58_1_1","103.04007",25.9,"Multiple",103.04007,0,"(R)-3-Hydroxybutyric acid","C4H8O3","104.047344122","M-H",127388892.7
"HMDB00023",3,203522727.272727,"58_1_1","104.04346",22.7,"Multiple",NA,NA,"(S)-3-Hydroxyisobutyric acid","C4H8O3","-","M-H_[-1]",5658857.46428571
"HMDB00023",3,203522727.272727,"58_1_1","103.04007",25.9,"Multiple",103.04007,0,"(S)-3-Hydroxyisobutyric acid","C4H8O3","104.047344122","M-H",127388892.7
"HMDB00044",3,1991886792.45283,"201_1_1","211.00141",22,"Multiple",211.00149,0.38,"Ascorbic acid","C6H8O6","176.032087988","M+Cl",2566700.4
"HMDB00044",3,1991886792.45283,"201_1_1","177.02912",22.1,"Multiple",NA,NA,"Ascorbic acid","C6H8O6","-","M-H_[+2]",2578126.33035714
"HMDB00044",3,1991886792.45283,"201_1_1","176.02808",22.5,"Multiple",NA,NA,"Ascorbic acid","C6H8O6","-","M-H_[-1]",16069580.1428571
"HMDB00044",3,1991886792.45283,"201_1_1","175.02477",21.9,"Multiple",175.02481,0.23,"Ascorbic acid","C6H8O6","176.032087988","M-H",198570057
"HMDB00063",3,18108620.6896552,"38_2_5","397.17858",70.5,"Multiple",397.17873,0.38,"Cortisol","C21H30O5","362.20932407","M+Cl",1316140.8
"HMDB00063",3,18108620.6896552,"38_2_5","361.20197",72.1,"Multiple",361.20205,0.22,"Cortisol","C21H30O5","362.20932407","M-H",558315.2
"HMDB00076",3,229864864.864866,"177_2_50","115.01493",291.4,"Multiple",NA,NA,"Dihydrouracil","C4H6N2O2","-","M-H_[+2]",466104.178571429
"HMDB00076",3,229864864.864866,"177_2_50","113.03569",290.3,"Multiple",113.03565,0.35,"Dihydrouracil","C4H6N2O2","114.042927446","M-H",793382.1
"HMDB00107",3,5056795774.64789,"61_3_1","217.04843",23.5,"Multiple",217.04844,0.05,"Galactitol","C6H14O6","182.07903818","M+Cl",113879781
"HMDB00107",3,5056795774.64789,"61_3_1","183.96292",24.2,"Multiple",NA,NA,"Galactitol","C6H14O6","-","M-H_[+3]",9742754.46428571
"HMDB00107",3,5056795774.64789,"61_3_1","181.96609",23.9,"Multiple",NA,NA,"Galactitol","C6H14O6","-","M-H_[-1]",30494181.3214286
"HMDB00107",3,5056795774.64789,"61_3_1","181.07184",27.7,"Multiple",181.07176,0.44,"Galactitol","C6H14O6","182.07903818","M-H",36171578.8
"HMDB00139",3,227045466.545455,"61_2_1","106.02268",20.3,"Unique",NA,NA,"Glyceric acid","C3H6O4","-","M-H_[-1]",594283.955357143
"HMDB00139",3,227045466.545455,"61_2_1","105.01933",21.3,"Unique",105.01933,0,"Glyceric acid","C3H6O4","106.02660868","M-H",17970022.6
"HMDB00148",3,227669542.525424,"61_3_1","147.04922",21.2,"Unique",NA,NA,"L-Glutamic acid","C5H9NO4","-","M-H_[-1]",6433639.69642857
"HMDB00148",3,227669542.525424,"61_3_1","146.04587",23,"Unique",146.04588,0.07,"L-Glutamic acid","C5H9NO4","147.053157781","M-H",129184866.9
"HMDB00158",3,20034000,"0_191_1","184.05913",27.6,"Multiple",NA,NA,"L-Tyrosine","C9H11NO3","-","M-H_[+4]",8766433.46428571
"HMDB00158",3,20034000,"0_191_1","180.06660",27.6,"Multiple",180.06662,0.11,"L-Tyrosine","C9H11NO3","181.073893223","M-H",26964463.1
"HMDB00159",3,248985849.056604,"0_191_1","165.07506",27.5,"Multiple",NA,NA,"L-Phenylalanine","C9H11NO2","-","M-H_[-1]",6898010.55357143
"HMDB00159",3,248985849.056604,"0_191_1","164.07167",28.1,"Multiple",164.0717,0.18,"L-Phenylalanine","C9H11NO2","165.078978601","M-H",73079465.9
"HMDB00172",3,254423076.923077,"0_191_1","131.09070",27.6,"Multiple",NA,NA,"L-Isoleucine","C6H13NO2","-","M-H_[-1]",6050530.375
"HMDB00172",3,254423076.923077,"0_191_1","130.08732",28,"Multiple",130.08735,0.23,"L-Isoleucine","C6H13NO2","131.094628665","M-H",95137123.9
"HMDB00177",3,1086390551.54438,"61_2_1","155.06559",27.9,"Unique",NA,NA,"L-Histidine","C6H9N3O2","-","M-H_[-1]",2838951.82142857
"HMDB00177",3,1086390551.54438,"61_2_1","154.06219",26.4,"Unique",154.0622,0.06,"L-Histidine","C6H9N3O2","155.069476547","M-H",63977213.6
"HMDB00190",3,1800000003,"61_1_1","91.02868",24.7,"Unique",NA,NA,"L-Lactic acid","C3H6O3","-","M-H_[+2]",17861339.75
"HMDB00190",3,1800000003,"61_1_1","89.02444",24.8,"Unique",89.02442,0.22,"L-Lactic acid","C3H6O3","90.031694058","M-H",2755668108.2
"HMDB00191",3,240545489.545455,"61_3_1","133.03359",20.9,"Unique",NA,NA,"L-Aspartic acid","C4H7NO4","-","M-H_[-1]",842637.125
"HMDB00191",3,240545489.545455,"61_3_1","132.03022",21.9,"Unique",132.03023,0.08,"L-Aspartic acid","C4H7NO4","133.037507717","M-H",24982361.1
"HMDB00195",3,16449230.7692308,"252_1_1","303.04988",25.1,"Multiple",303.05017,0.96,"Inosine","C10H12N4O5","268.080769514","M+Cl",4943493.7
"HMDB00195",3,16449230.7692308,"252_1_1","267.07232",22.1,"Multiple",267.07349,4.38,"Inosine","C10H12N4O5","268.080769514","M-H",10079074.6
"HMDB00207",3,1945945945.94595,"63_1_4","317.22502",251.4,"Multiple",317.22528,0.82,"Oleic acid","C18H34O2","282.255880332","M+Cl",12898111.2
"HMDB00207",3,1945945945.94595,"63_1_4","282.51658",251.9,"Multiple",NA,NA,"Oleic acid","C18H34O2","-","M-H_[+2]",413549.705357143
"HMDB00207",3,1945945945.94595,"63_1_4","283.25549",251.1,"Multiple",NA,NA,"Oleic acid","C18H34O2","-","M-H_[+2]",12662063.8928571
"HMDB00207",3,1945945945.94595,"63_1_4","282.22327",252.2,"Multiple",NA,NA,"Oleic acid","C18H34O2","-","M-H_[-1]",269524.089285714
"HMDB00207",3,1945945945.94595,"63_1_4","282.25191",251.3,"Multiple",NA,NA,"Oleic acid","C18H34O2","-","M-H_[-1]",145909976.339286
"HMDB00207",3,1945945945.94595,"63_1_4","281.24861",251.3,"Multiple",281.2486,0.04,"Oleic acid","C18H34O2","282.255880332","M-H",758603220
"HMDB00220",3,241071428.571428,"63_2_7","257.23958",246.6,"Multiple",NA,NA,"Palmitic acid","C16H32O2","-","M-H_[+2]",10556352.4821429
"HMDB00220",3,241071428.571428,"63_2_7","256.23624",247.8,"Multiple",NA,NA,"Palmitic acid","C16H32O2","-","M-H_[-1]",141864017.625
"HMDB00220",3,241071428.571428,"63_2_7","255.23306",246.8,"Multiple",255.23295,0.43,"Palmitic acid","C16H32O2","256.240230268","M-H",828560015.9
"HMDB00230",3,2086601941.74757,"61_3_1","344.07543",21,"Multiple",344.07538,0.15,"N-Acetylneuraminic acid","C11H19NO9","309.105981211","M+Cl",4591345.6
"HMDB00230",3,2086601941.74757,"61_3_1","309.10195",21.2,"Multiple",NA,NA,"N-Acetylneuraminic acid","C11H19NO9","-","M-H_[-1]",3989812.85714286
"HMDB00230",3,2086601941.74757,"61_3_1","308.09882",20.9,"Multiple",308.09871,0.36,"N-Acetylneuraminic acid","C11H19NO9","309.105981211","M-H",35300627.8
"HMDB00243",3,219532747.280374,"61_1_1","89.00891",24.8,"Unique",NA,NA,"Pyruvic acid","C3H4O3","-","M-H_[+2]",12769850.6964286
"HMDB00243",3,219532747.280374,"61_1_1","87.00878",24.1,"Unique",87.00877,0.11,"Pyruvic acid","C3H4O3","88.016043994","M-H",57930717.1
"HMDB00247",3,5056795774.64789,"61_3_1","217.04843",23.5,"Multiple",217.04844,0.05,"Sorbitol","C6H14O6","182.07903818","M+Cl",113879781
"HMDB00247",3,5056795774.64789,"61_3_1","183.96292",24.2,"Multiple",NA,NA,"Sorbitol","C6H14O6","-","M-H_[+3]",9742754.46428571
"HMDB00247",3,5056795774.64789,"61_3_1","181.96609",23.9,"Multiple",NA,NA,"Sorbitol","C6H14O6","-","M-H_[-1]",30494181.3214286
"HMDB00247",3,5056795774.64789,"61_3_1","181.07184",27.7,"Multiple",181.07176,0.44,"Sorbitol","C6H14O6","182.07903818","M-H",36171578.8
"HMDB00251",3,249428571.428571,"61_3_1","126.00313",23.5,"Unique",NA,NA,"Taurine","C2H7NO3S","-","M-H_[+2]",5619654.1875
"HMDB00251",3,249428571.428571,"61_3_1","124.00734",24,"Unique",124.00739,0.4,"Taurine","C2H7NO3S","125.014663785","M-H",104480018.1
"HMDB00267",3,247920560.747664,"61_1_1","129.03866",21.8,"Multiple",NA,NA,"Pyroglutamic acid","C5H7NO3","-","M-H_[-1]",4172291.66071429
"HMDB00267",3,247920560.747664,"61_1_1","128.03536",22.5,"Multiple",128.03532,0.31,"Pyroglutamic acid","C5H7NO3","129.042593095","M-H",85539440.5
"HMDB00268",3,1999038461.53846,"23_1_1","371.22085",230.4,"Multiple",371.22038,1.27,"Tetrahydrocorticosterone","C21H34O4","350.245709576","M+Na-2H",1040414
"HMDB00268",3,1999038461.53846,"23_1_1","351.24479",230.8,"Multiple",NA,NA,"Tetrahydrocorticosterone","C21H34O4","-","M-H_[+2]",543430.294642857
"HMDB00268",3,1999038461.53846,"23_1_1","350.24188",230.5,"Multiple",NA,NA,"Tetrahydrocorticosterone","C21H34O4","-","M-H_[-1]",6366582.92857143
"HMDB00268",3,1999038461.53846,"23_1_1","349.23787",230.4,"Multiple",349.23843,1.6,"Tetrahydrocorticosterone","C21H34O4","350.245709576","M-H",30299303.2
"HMDB00277",3,234375000,"61_48_3","379.24444",171.3,"Multiple",NA,NA,"Sphingosine 1-phosphate","C18H38NO5P","-","M-H_[-1]",4196545.17857143
"HMDB00277",3,234375000,"61_48_3","378.24143",170.5,"Multiple",378.24148,0.13,"Sphingosine 1-phosphate","C18H38NO5P","379.248759843","M-H",12762624
"HMDB00319",3,18108620.6896552,"38_2_5","397.17858",70.5,"Multiple",397.17873,0.38,"18-Hydroxycorticosterone","C21H30O5","362.20932407","M+Cl",1316140.8
"HMDB00319",3,18108620.6896552,"38_2_5","361.20197",72.1,"Multiple",361.20205,0.22,"18-Hydroxycorticosterone","C21H30O5","362.20932407","M-H",558315.2
"HMDB00321",3,17729203.539823,"0_321_1","197.02219",25.4,"Multiple",197.02223,0.2,"2-Hydroxyadipic acid","C6H10O5","162.05282343","M+Cl",9814410.1
"HMDB00321",3,17729203.539823,"0_321_1","161.04551",26.7,"Multiple",161.04555,0.25,"2-Hydroxyadipic acid","C6H10O5","162.05282343","M-H",17574337.6
"HMDB00336",3,203522727.272727,"58_1_1","104.04346",22.7,"Multiple",NA,NA,"(R)-3-Hydroxyisobutyric acid","C4H8O3","-","M-H_[-1]",5658857.46428571
"HMDB00336",3,203522727.272727,"58_1_1","103.04007",25.9,"Multiple",103.04007,0,"(R)-3-Hydroxyisobutyric acid","C4H8O3","104.047344122","M-H",127388892.7
"HMDB00339",3,150976331.360947,"177_1_20","160.06152",289.6,"Multiple",NA,NA,"2-Methylbutyrylglycine","C7H13NO3","-","M-H_[+2]",810409.785714286
"HMDB00339",3,150976331.360947,"177_1_20","158.08226",296.5,"Multiple",158.08227,0.06,"2-Methylbutyrylglycine","C7H13NO3","159.089543287","M-H",1528734.8
"HMDB00345",3,17729203.539823,"0_321_1","197.02219",25.4,"Multiple",197.02223,0.2,"3-Hydroxyadipic acid","C6H10O5","162.05282343","M+Cl",9814410.1
"HMDB00345",3,17729203.539823,"0_321_1","161.04551",26.7,"Multiple",161.04555,0.25,"3-Hydroxyadipic acid","C6H10O5","162.05282343","M-H",17574337.6
"HMDB00348",3,228241525.423729,"38_2_12","392.28883",129.7,"Multiple",NA,NA,"3b12a-Dihydroxy-5a-cholanoic acid","C24H40O4","-","M-H_[-1]",536016.080357143
"HMDB00348",3,228241525.423729,"38_2_12","391.28618",127.9,"Multiple",391.28538,2.04,"3b12a-Dihydroxy-5a-cholanoic acid","C24H40O4","392.292659768","M-H",2256499.3
"HMDB00355",3,17729203.539823,"0_321_1","197.02219",25.4,"Multiple",197.02223,0.2,"3-Hydroxymethylglutaric acid","C6H10O5","162.05282343","M+Cl",9814410.1
"HMDB00355",3,17729203.539823,"0_321_1","161.04551",26.7,"Multiple",161.04555,0.25,"3-Hydroxymethylglutaric acid","C6H10O5","162.05282343","M-H",17574337.6
"HMDB00357",3,203522727.272727,"58_1_1","104.04346",22.7,"Multiple",NA,NA,"3-Hydroxybutyric acid","C4H8O3","-","M-H_[-1]",5658857.46428571
"HMDB00357",3,203522727.272727,"58_1_1","103.04007",25.9,"Multiple",103.04007,0,"3-Hydroxybutyric acid","C4H8O3","104.047344122","M-H",127388892.7
"HMDB00361",3,228241525.423729,"38_2_12","392.28883",129.7,"Multiple",NA,NA,"3b7a-Dihydroxy-5b-cholanoic acid","C24H40O4","-","M-H_[-1]",536016.080357143
"HMDB00361",3,228241525.423729,"38_2_12","391.28618",127.9,"Multiple",391.28538,2.04,"3b7a-Dihydroxy-5b-cholanoic acid","C24H40O4","392.292659768","M-H",2256499.3
"HMDB00368",3,17729203.539823,"0_321_1","197.02219",25.4,"Multiple",197.02223,0.2,"2(R)-Hydroxyadipic acid","C6H10O5","162.05282343","M+Cl",9814410.1
"HMDB00368",3,17729203.539823,"0_321_1","161.04551",26.7,"Multiple",161.04555,0.25,"2(R)-Hydroxyadipic acid","C6H10O5","162.05282343","M-H",17574337.6
"HMDB00384",3,228241525.423729,"38_2_12","392.28883",129.7,"Multiple",NA,NA,"3a7a-Dihydroxycholanoic acid","C24H40O4","-","M-H_[-1]",536016.080357143
"HMDB00384",3,228241525.423729,"38_2_12","391.28618",127.9,"Multiple",391.28538,2.04,"3a7a-Dihydroxycholanoic acid","C24H40O4","392.292659768","M-H",2256499.3
"HMDB00386",3,264653465.346535,"25_2_2","385.14927",26.5,"Unique",NA,NA,"3b16a-Dihydroxyandrostenone sulfate","C19H28O6S","-","M-H_[+2]",20237776.1964286
"HMDB00386",3,264653465.346535,"25_2_2","384.15817",26.4,"Unique",NA,NA,"3b16a-Dihydroxyandrostenone sulfate","C19H28O6S","-","M-H_[-1]",17905529.875
"HMDB00386",3,264653465.346535,"25_2_2","383.15354",26.5,"Unique",383.15338,0.42,"3b16a-Dihydroxyandrostenone sulfate","C19H28O6S","384.160659318","M-H",491100571.7
"HMDB00408",3,264044117.647059,"241_1_1","130.05905",26.7,"Multiple",NA,NA,"2-Methyl-3-ketovaleric acid","C6H10O3","-","M-H_[-1]",21548365.1964286
"HMDB00408",3,264044117.647059,"241_1_1","129.05577",26.9,"Multiple",129.05572,0.39,"2-Methyl-3-ketovaleric acid","C6H10O3","130.062994186","M-H",352319596.6
"HMDB00411",3,228241525.423729,"38_2_12","392.28883",129.7,"Multiple",NA,NA,"3a12b-Dihydroxy-5b-cholanoic acid","C24H40O4","-","M-H_[-1]",536016.080357143
"HMDB00411",3,228241525.423729,"38_2_12","391.28618",127.9,"Multiple",391.28538,2.04,"3a12b-Dihydroxy-5b-cholanoic acid","C24H40O4","392.292659768","M-H",2256499.3
"HMDB00416",3,219375000,"25_2_2","413.17859",26.9,"Unique",NA,NA,"17-Hydroxypregnenolone sulfate","C21H32O6S","-","M-H_[+2]",1300756.67857143
"HMDB00416",3,219375000,"25_2_2","411.18409",26.9,"Unique",411.18468,1.43,"17-Hydroxypregnenolone sulfate","C21H32O6S","412.191959446","M-H",103729849.5
"HMDB00417",3,246028037.383177,"63_3_4","313.30239",298.7,"Multiple",NA,NA,"3D7D11D-Phytanic acid","C20H40O2","-","M-H_[+2]",38232
"HMDB00417",3,246028037.383177,"63_3_4","312.29906",299.1,"Multiple",NA,NA,"3D7D11D-Phytanic acid","C20H40O2","-","M-H_[-1]",630684.232142857
"HMDB00417",3,246028037.383177,"63_3_4","311.29564",298.4,"Multiple",311.29555,0.29,"3D7D11D-Phytanic acid","C20H40O2","312.302830524","M-H",3026665.8
"HMDB00425",3,16449230.7692308,"252_1_1","303.04988",25.1,"Multiple",303.04883,3.46,"3-Deoxy-D-glycero-D-galacto-2-nonulosonic acid","C9H16O9","268.07943211","M+Cl",4943493.7
"HMDB00425",3,16449230.7692308,"252_1_1","267.07232",22.1,"Multiple",267.07216,0.6,"3-Deoxy-D-glycero-D-galacto-2-nonulosonic acid","C9H16O9","268.07943211","M-H",10079074.6
"HMDB00438",3,228241525.423729,"38_2_12","392.28883",129.7,"Multiple",NA,NA,"3b12a-Dihydroxy-5b-cholanoic acid","C24H40O4","-","M-H_[-1]",536016.080357143
"HMDB00438",3,228241525.423729,"38_2_12","391.28618",127.9,"Multiple",391.28538,2.04,"3b12a-Dihydroxy-5b-cholanoic acid","C24H40O4","392.292659768","M-H",2256499.3
"HMDB00442",3,203522727.272727,"58_1_1","104.04346",22.7,"Multiple",NA,NA,"(S)-3-Hydroxybutyric acid","C4H8O3","-","M-H_[-1]",5658857.46428571
"HMDB00442",3,203522727.272727,"58_1_1","103.04007",25.9,"Multiple",103.04007,0,"(S)-3-Hydroxybutyric acid","C4H8O3","104.047344122","M-H",127388892.7
"HMDB00449",3,1999038461.53846,"23_1_1","371.22085",230.4,"Multiple",371.22038,1.27,"5a-Tetrahydrocorticosterone","C21H34O4","350.245709576","M+Na-2H",1040414
"HMDB00449",3,1999038461.53846,"23_1_1","351.24479",230.8,"Multiple",NA,NA,"5a-Tetrahydrocorticosterone","C21H34O4","-","M-H_[+2]",543430.294642857
"HMDB00449",3,1999038461.53846,"23_1_1","350.24188",230.5,"Multiple",NA,NA,"5a-Tetrahydrocorticosterone","C21H34O4","-","M-H_[-1]",6366582.92857143
"HMDB00449",3,1999038461.53846,"23_1_1","349.23787",230.4,"Multiple",349.23843,1.6,"5a-Tetrahydrocorticosterone","C21H34O4","350.245709576","M-H",30299303.2
"HMDB00451",3,225401785.714286,"3_3_1","159.02504",25.5,"Multiple",NA,NA,"cis-4-Hydroxycyclohexylacetic acid","C8H14O3","-","M-H_[+2]",11421531.0357143
"HMDB00451",3,225401785.714286,"3_3_1","157.08698",26.7,"Multiple",157.08702,0.25,"cis-4-Hydroxycyclohexylacetic acid","C8H14O3","158.094294314","M-H",12499439.5
"HMDB00477",3,264705882.352941,"8_7_43","252.20500",211.1,"Multiple",NA,NA,"7Z10Z-Hexadecadienoic acid","C16H28O2","-","M-H_[-1]",2557078.46428571
"HMDB00477",3,264705882.352941,"8_7_43","251.20168",210.9,"Multiple",251.20165,0.12,"7Z10Z-Hexadecadienoic acid","C16H28O2","252.20893014","M-H",15212888.5
"HMDB00478",3,228241525.423729,"38_2_12","392.28883",129.7,"Multiple",NA,NA,"Allodeoxycholic acid","C24H40O4","-","M-H_[-1]",536016.080357143
"HMDB00478",3,228241525.423729,"38_2_12","391.28618",127.9,"Multiple",391.28538,2.04,"Allodeoxycholic acid","C24H40O4","392.292659768","M-H",2256499.3
"HMDB00481",3,16449230.7692308,"252_1_1","303.04988",25.1,"Multiple",303.05017,0.96,"Allopurinol riboside","C10H12N4O5","268.080769514","M+Cl",4943493.7
"HMDB00481",3,16449230.7692308,"252_1_1","267.07232",22.1,"Multiple",267.07349,4.38,"Allopurinol riboside","C10H12N4O5","268.080769514","M-H",10079074.6
"HMDB00491",3,264044117.647059,"241_1_1","130.05905",26.7,"Multiple",NA,NA,"3-Methyl-2-oxovaleric acid","C6H10O3","-","M-H_[-1]",21548365.1964286
"HMDB00491",3,264044117.647059,"241_1_1","129.05577",26.9,"Multiple",129.05572,0.39,"3-Methyl-2-oxovaleric acid","C6H10O3","130.062994186","M-H",352319596.6
"HMDB00499",3,247706422.018349,"63_2_3","226.18939",196.5,"Multiple",NA,NA,"5-Tetradecenoic acid","C14H26O2","-","M-H_[-1]",3709476.42857143
"HMDB00499",3,247706422.018349,"63_2_3","225.18605",197.4,"Multiple",225.186,0.22,"5-Tetradecenoic acid","C14H26O2","226.193280076","M-H",24725058
"HMDB00514",3,228241525.423729,"38_2_12","392.28883",129.7,"Multiple",NA,NA,"Allochenodeoxycholic acid","C24H40O4","-","M-H_[-1]",536016.080357143
"HMDB00514",3,228241525.423729,"38_2_12","391.28618",127.9,"Multiple",391.28538,2.04,"Allochenodeoxycholic acid","C24H40O4","392.292659768","M-H",2256499.3
"HMDB00518",3,228241525.423729,"38_2_12","392.28883",129.7,"Multiple",NA,NA,"Chenodeoxycholic acid","C24H40O4","-","M-H_[-1]",536016.080357143
"HMDB00518",3,228241525.423729,"38_2_12","391.28618",127.9,"Multiple",391.28538,2.04,"Chenodeoxycholic acid","C24H40O4","392.292659768","M-H",2256499.3
"HMDB00521",3,247706422.018349,"63_2_3","226.18939",196.5,"Multiple",NA,NA,"5Z-Tetradecenoic acid","C14H26O2","-","M-H_[-1]",3709476.42857143
"HMDB00521",3,247706422.018349,"63_2_3","225.18605",197.4,"Multiple",225.186,0.22,"5Z-Tetradecenoic acid","C14H26O2","226.193280076","M-H",24725058
"HMDB00528",3,48512589.9280576,"177_2_50","139.01493",291.4,"Multiple",139.01437,4.03,"45-Dihydroorotic acid","C5H6N2O4","158.03275669","M-H2O-H",657522
"HMDB00528",3,48512589.9280576,"177_2_50","162.01974",292.2,"Multiple",NA,NA,"45-Dihydroorotic acid","C5H6N2O4","-","M-H_[+5]",582695.535714286
"HMDB00528",3,48512589.9280576,"177_2_50","157.02551",288.3,"Multiple",157.02548,0.19,"45-Dihydroorotic acid","C5H6N2O4","158.03275669","M-H",1440987.6
"HMDB00544",3,1757454545.45455,"177_2_50","158.04585",292.3,"Multiple",NA,NA,"5-Hydroxymethyl-4-methyluracil","C6H8N2O3","-","M-H_[+3]",334929.017857143
"HMDB00544",3,1757454545.45455,"177_2_50","156.04150",292.4,"Multiple",NA,NA,"5-Hydroxymethyl-4-methyluracil","C6H8N2O3","-","M-H_[-1]",294296.625
"HMDB00544",3,1757454545.45455,"177_2_50","155.04625",291.4,"Multiple",155.04622,0.19,"5-Hydroxymethyl-4-methyluracil","C6H8N2O3","156.053492132","M-H",386128.9
"HMDB00553",3,246028037.383177,"63_3_4","313.30239",298.7,"Multiple",NA,NA,"3L7D11D-Phytanic acid","C20H40O2","-","M-H_[+2]",38232
"HMDB00553",3,246028037.383177,"63_3_4","312.29906",299.1,"Multiple",NA,NA,"3L7D11D-Phytanic acid","C20H40O2","-","M-H_[-1]",630684.232142857
"HMDB00553",3,246028037.383177,"63_3_4","311.29564",298.4,"Multiple",311.29555,0.29,"3L7D11D-Phytanic acid","C20H40O2","312.302830524","M-H",3026665.8
"HMDB00557",3,254423076.923077,"0_191_1","131.09070",27.6,"Multiple",NA,NA,"L-Alloisoleucine","C6H13NO2","-","M-H_[-1]",6050530.375
"HMDB00557",3,254423076.923077,"0_191_1","130.08732",28,"Multiple",130.08735,0.23,"L-Alloisoleucine","C6H13NO2","131.094628665","M-H",95137123.9
"HMDB00560",3,241071428.571428,"8_6_14","224.17375",166.6,"Multiple",NA,NA,"58-Tetradecadienoic acid","C14H24O2","-","M-H_[-1]",2185421.83928571
"HMDB00560",3,241071428.571428,"8_6_14","223.17034",167.8,"Multiple",223.17035,0.04,"58-Tetradecadienoic acid","C14H24O2","224.177630012","M-H",14720986.1
"HMDB00565",3,4410978260.86957,"61_2_1","199.80494",18.8,"Multiple",NA,NA,"Galactonic acid","C6H12O7","-","M-H_[+5]",7651745.21428571
"HMDB00565",3,4410978260.86957,"61_2_1","197.80796",18.7,"Multiple",NA,NA,"Galactonic acid","C6H12O7","-","M-H_[+3]",15847878.7142857
"HMDB00565",3,4410978260.86957,"61_2_1","195.81086",18.6,"Multiple",NA,NA,"Galactonic acid","C6H12O7","-","M-H_[-1]",11925979.5
"HMDB00565",3,4410978260.86957,"61_2_1","195.05100",22.4,"Multiple",195.05103,0.15,"Galactonic acid","C6H12O7","196.058302738","M-H",28777470.6
"HMDB00573",3,1945945945.94595,"63_1_4","317.22502",251.4,"Multiple",317.22528,0.82,"Elaidic acid","C18H34O2","282.255880332","M+Cl",12898111.2
"HMDB00573",3,1945945945.94595,"63_1_4","282.51658",251.9,"Multiple",NA,NA,"Elaidic acid","C18H34O2","-","M-H_[+2]",413549.705357143
"HMDB00573",3,1945945945.94595,"63_1_4","283.25549",251.1,"Multiple",NA,NA,"Elaidic acid","C18H34O2","-","M-H_[+2]",12662063.8928571
"HMDB00573",3,1945945945.94595,"63_1_4","282.22327",252.2,"Multiple",NA,NA,"Elaidic acid","C18H34O2","-","M-H_[-1]",269524.089285714
"HMDB00573",3,1945945945.94595,"63_1_4","282.25191",251.3,"Multiple",NA,NA,"Elaidic acid","C18H34O2","-","M-H_[-1]",145909976.339286
"HMDB00573",3,1945945945.94595,"63_1_4","281.24861",251.3,"Multiple",281.2486,0.04,"Elaidic acid","C18H34O2","282.255880332","M-H",758603220
"HMDB00613",3,1897570093.45794,"61_2_1","138.97069",20.7,"Multiple",NA,NA,"Erythronic acid","C4H8O5","-","M-H_[+4]",1943491
"HMDB00613",3,1897570093.45794,"61_2_1","137.03409",20.9,"Multiple",NA,NA,"Erythronic acid","C4H8O5","-","M-H_[+2]",2098454.38392857
"HMDB00613",3,1897570093.45794,"61_2_1","136.03322",21,"Multiple",NA,NA,"Erythronic acid","C4H8O5","-","M-H_[-1]",9775021.60714286
"HMDB00613",3,1897570093.45794,"61_2_1","135.02989",21.4,"Multiple",135.0299,0.07,"Erythronic acid","C4H8O5","136.037173366","M-H",217920396.4
"HMDB00625",3,4410978260.86957,"61_2_1","199.80494",18.8,"Multiple",NA,NA,"Gluconic acid","C6H12O7","-","M-H_[+5]",7651745.21428571
"HMDB00625",3,4410978260.86957,"61_2_1","197.80796",18.7,"Multiple",NA,NA,"Gluconic acid","C6H12O7","-","M-H_[+3]",15847878.7142857
"HMDB00625",3,4410978260.86957,"61_2_1","195.81086",18.6,"Multiple",NA,NA,"Gluconic acid","C6H12O7","-","M-H_[-1]",11925979.5
"HMDB00625",3,4410978260.86957,"61_2_1","195.05100",22.4,"Multiple",195.05103,0.15,"Gluconic acid","C6H12O7","196.058302738","M-H",28777470.6
"HMDB00626",3,228241525.423729,"38_2_12","392.28883",129.7,"Multiple",NA,NA,"Deoxycholic acid","C24H40O4","-","M-H_[-1]",536016.080357143
"HMDB00626",3,228241525.423729,"38_2_12","391.28618",127.9,"Multiple",391.28538,2.04,"Deoxycholic acid","C24H40O4","392.292659768","M-H",2256499.3
"HMDB00640",3,17729203.539823,"0_321_1","197.02219",25.4,"Multiple",197.02223,0.2,"Levoglucosan","C6H10O5","162.05282343","M+Cl",9814410.1
"HMDB00640",3,17729203.539823,"0_321_1","161.04551",26.7,"Multiple",161.04555,0.25,"Levoglucosan","C6H10O5","162.05282343","M-H",17574337.6
"HMDB00641",3,5438571459.57143,"61_2_1","181.03856",23.4,"Unique",181.03854,0.11,"L-Glutamine","C5H10N2O3","146.069142196","M+Cl",13855574
"HMDB00641",3,5438571459.57143,"61_2_1","127.05129",24.1,"Unique",127.05075,4.25,"L-Glutamine","C5H10N2O3","146.069142196","M-H2O-H",8658199.6
