"chemical_ID","Annotation.confidence.score","Annotation.raw.score","Module_RTclust","mz","time","MatchCategory","theoretical.mz","delta_ppm","Name","Formula","MonoisotopicMass","Adduct","mean_int_vec"
"HMDB59915",3,227739130.434783,"177_6_4","327.18025",161,"Multiple",NA,NA,"4-Dodecylbenzenesulfonic Acid","C18H30O3S","-","M-H_[+2]",1053476.5
"HMDB59915",3,227739130.434783,"177_6_4","326.18761",159.6,"Multiple",NA,NA,"4-Dodecylbenzenesulfonic Acid","C18H30O3S","-","M-H_[-1]",3876430.33928571
"HMDB59915",3,227739130.434783,"177_6_4","325.18430",159.5,"Multiple",325.18429,0.03,"4-Dodecylbenzenesulfonic Acid","C18H30O3S","326.191565516","M-H",19111209.3
"HMDB59927",3,172706896.551724,"0_191_1","190.04317",26.9,"Multiple",NA,NA,"2-Hydroxy-2-(2-oxopropyl)butanedioic acid","C7H10O6","-","M-H_[-1]",7826230.16071429
"HMDB59927",3,172706896.551724,"0_191_1","189.04043",22.4,"Multiple",189.04046,0.16,"2-Hydroxy-2-(2-oxopropyl)butanedioic acid","C7H10O6","190.047738052","M-H",21626998
"HMDB59934",3,248985849.056604,"0_191_1","165.07506",27.5,"Multiple",NA,NA,"Benzyl glycinate","C9H11NO2","-","M-H_[-1]",6898010.55357143
"HMDB59934",3,248985849.056604,"0_191_1","164.07167",28.1,"Multiple",164.0717,0.18,"Benzyl glycinate","C9H11NO2","165.078978601","M-H",73079465.9
"HMDB59938",3,225401785.714286,"3_3_1","159.02504",25.5,"Multiple",NA,NA,"5-Butyl-14-dioxan-2-one","C8H14O3","-","M-H_[+2]",11421531.0357143
"HMDB59938",3,225401785.714286,"3_3_1","157.08698",26.7,"Multiple",157.08702,0.25,"5-Butyl-14-dioxan-2-one","C8H14O3","158.094294314","M-H",12499439.5
"HMDB59939",3,225401785.714286,"3_3_1","159.02504",25.5,"Multiple",NA,NA,"6-Butyl-14-dioxan-2-one","C8H14O3","-","M-H_[+2]",11421531.0357143
"HMDB59939",3,225401785.714286,"3_3_1","157.08698",26.7,"Multiple",157.08702,0.25,"6-Butyl-14-dioxan-2-one","C8H14O3","158.094294314","M-H",12499439.5
"HMDB60037",3,200988805.970149,"121_3_1","344.23148",171.9,"Multiple",NA,NA,"10-HDoHE","C22H32O3","-","M-H_[-1]",2144342.96428571
"HMDB60037",3,200988805.970149,"121_3_1","343.22762",168.5,"Multiple",343.22787,0.73,"10-HDoHE","C22H32O3","344.23514489","M-H",9893651.5
"HMDB60038",3,269325000,"63_2_6","268.23633",239.2,"Multiple",NA,NA,"10Z-Heptadecenoic acid","C17H32O2","-","M-H_[-1]",1767669.875
"HMDB60038",3,269325000,"63_2_6","267.23295",239.2,"Multiple",267.23295,0,"10Z-Heptadecenoic acid","C17H32O2","268.240230268","M-H",9999660.6
"HMDB60039",3,257142857.142857,"23_1_2","307.25534",242.2,"Multiple",NA,NA,"111417-Eicosatrienoic acid","C20H34O2","-","M-H_[+2]",938905.642857143
"HMDB60039",3,257142857.142857,"23_1_2","306.25193",241.7,"Multiple",NA,NA,"111417-Eicosatrienoic acid","C20H34O2","-","M-H_[-1]",10385044.0892857
"HMDB60039",3,257142857.142857,"23_1_2","305.24861",241.7,"Multiple",305.2486,0.03,"111417-Eicosatrienoic acid","C20H34O2","306.255880332","M-H",49181299
"HMDB60040",3,200988805.970149,"121_3_1","344.23148",171.9,"Multiple",NA,NA,"11-HDoHE","C22H32O3","-","M-H_[-1]",2144342.96428571
"HMDB60040",3,200988805.970149,"121_3_1","343.22762",168.5,"Multiple",343.22787,0.73,"11-HDoHE","C22H32O3","344.23514489","M-H",9893651.5
"HMDB60047",3,200988805.970149,"121_3_1","344.23148",171.9,"Multiple",NA,NA,"16-HDoHE","C22H32O3","-","M-H_[-1]",2144342.96428571
"HMDB60047",3,200988805.970149,"121_3_1","343.22762",168.5,"Multiple",343.22787,0.73,"16-HDoHE","C22H32O3","344.23514489","M-H",9893651.5
"HMDB60048",3,200988805.970149,"121_3_1","344.23148",171.9,"Multiple",NA,NA,"20-HDoHE","C22H32O3","-","M-H_[-1]",2144342.96428571
"HMDB60048",3,200988805.970149,"121_3_1","343.22762",168.5,"Multiple",343.22787,0.73,"20-HDoHE","C22H32O3","344.23514489","M-H",9893651.5
"HMDB60049",3,200988805.970149,"121_3_1","344.23148",171.9,"Multiple",NA,NA,"4-HDoHE","C22H32O3","-","M-H_[-1]",2144342.96428571
"HMDB60049",3,200988805.970149,"121_3_1","343.22762",168.5,"Multiple",343.22787,0.73,"4-HDoHE","C22H32O3","344.23514489","M-H",9893651.5
"HMDB60050",3,200988805.970149,"121_3_1","344.23148",171.9,"Multiple",NA,NA,"7-HDoHE","C22H32O3","-","M-H_[-1]",2144342.96428571
"HMDB60050",3,200988805.970149,"121_3_1","343.22762",168.5,"Multiple",343.22787,0.73,"7-HDoHE","C22H32O3","344.23514489","M-H",9893651.5
"HMDB60051",3,200988805.970149,"121_3_1","344.23148",171.9,"Multiple",NA,NA,"8-HDoHE","C22H32O3","-","M-H_[-1]",2144342.96428571
"HMDB60051",3,200988805.970149,"121_3_1","343.22762",168.5,"Multiple",343.22787,0.73,"8-HDoHE","C22H32O3","344.23514489","M-H",9893651.5
"HMDB60055",3,268650000,"5_2_2","266.18423",213.7,"Multiple",NA,NA,"Tetranor 12-HETE","C16H26O3","-","M-H_[-1]",971310.035714286
"HMDB60055",3,268650000,"5_2_2","265.18081",213.7,"Multiple",265.18092,0.41,"Tetranor 12-HETE","C16H26O3","266.188194698","M-H",5686454.9
"HMDB60058",3,263925000,"222_1_1","620.54948",23.7,"Unique",NA,NA,"CE(16:2)","C43H72O2","-","M-H_[-1]",4954234.76785714
"HMDB60058",3,263925000,"222_1_1","619.54877",23.7,"Unique",619.54596,4.54,"CE(16:2)","C43H72O2","620.553231548","M-H",8488560.8
"HMDB60082",3,2e+09,"63_2_5","289.19411",226.9,"Multiple",289.19398,0.45,"Hexadecenoate (n-C16:1)","C16H30O2","254.224580204","M+Cl",557692.1
"HMDB60082",3,2e+09,"63_2_5","254.22072",226.7,"Multiple",NA,NA,"Hexadecenoate (n-C16:1)","C16H30O2","-","M-H_[-1]",34148333.3928571
"HMDB60082",3,2e+09,"63_2_5","253.21731",227.5,"Multiple",253.2173,0.04,"Hexadecenoate (n-C16:1)","C16H30O2","254.224580204","M-H",199647507
"HMDB60083",3,241071428.571428,"63_2_7","257.23958",246.6,"Multiple",NA,NA,"Hexadecanoate (n-C16:0)","C16H32O2","-","M-H_[+2]",10556352.4821429
"HMDB60083",3,241071428.571428,"63_2_7","256.23624",247.8,"Multiple",NA,NA,"Hexadecanoate (n-C16:0)","C16H32O2","-","M-H_[-1]",141864017.625
"HMDB60083",3,241071428.571428,"63_2_7","255.23306",246.8,"Multiple",255.23295,0.43,"Hexadecanoate (n-C16:0)","C16H32O2","256.240230268","M-H",828560015.9
"HMDB60101",3,5306691176.47059,"121_1_2","341.20929",175.4,"Multiple",341.20981,1.52,"12 Hydroxy arachidonic acid","C20H32O3","320.23514489","M+Na-2H",195026.6
"HMDB60101",3,5306691176.47059,"121_1_2","355.20519",177.7,"Multiple",355.20455,1.8,"12 Hydroxy arachidonic acid","C20H32O3","320.23514489","M+Cl",605511
"HMDB60101",3,5306691176.47059,"121_1_2","321.23467",179,"Multiple",NA,NA,"12 Hydroxy arachidonic acid","C20H32O3","-","M-H_[+2]",343057.633928571
"HMDB60101",3,5306691176.47059,"121_1_2","320.23119",176.6,"Multiple",NA,NA,"12 Hydroxy arachidonic acid","C20H32O3","-","M-H_[-1]",4102032.52678571
"HMDB60101",3,5306691176.47059,"121_1_2","319.22782",178.8,"Multiple",319.22787,0.16,"12 Hydroxy arachidonic acid","C20H32O3","320.23514489","M-H",20239872.2
"HMDB60102",3,5306691176.47059,"121_1_2","341.20929",175.4,"Multiple",341.20981,1.52,"Arachidonate","C20H32O3","320.23514489","M+Na-2H",195026.6
"HMDB60102",3,5306691176.47059,"121_1_2","355.20519",177.7,"Multiple",355.20455,1.8,"Arachidonate","C20H32O3","320.23514489","M+Cl",605511
"HMDB60102",3,5306691176.47059,"121_1_2","321.23467",179,"Multiple",NA,NA,"Arachidonate","C20H32O3","-","M-H_[+2]",343057.633928571
"HMDB60102",3,5306691176.47059,"121_1_2","320.23119",176.6,"Multiple",NA,NA,"Arachidonate","C20H32O3","-","M-H_[-1]",4102032.52678571
"HMDB60102",3,5306691176.47059,"121_1_2","319.22782",178.8,"Multiple",319.22787,0.16,"Arachidonate","C20H32O3","320.23514489","M-H",20239872.2
"HMDB60112",3,200988805.970149,"121_3_1","344.23148",171.9,"Multiple",NA,NA,"4-Hydroxy-all-trans-retinyl acetate","C22H32O3","-","M-H_[-1]",2144342.96428571
"HMDB60112",3,200988805.970149,"121_3_1","343.22762",168.5,"Multiple",343.22787,0.73,"4-Hydroxy-all-trans-retinyl acetate","C22H32O3","344.23514489","M-H",9893651.5
"HMDB60113",3,269325000,"43_2_24","330.25187",238.6,"Multiple",NA,NA,"Docosa-47101316-pentaenoic acid","C22H34O2","-","M-H_[-1]",12397851.5714286
"HMDB60113",3,269325000,"43_2_24","329.24782",238.6,"Multiple",329.2486,2.37,"Docosa-47101316-pentaenoic acid","C22H34O2","330.255880332","M-H",51049353.2
"HMDB60127",3,234375000,"25_63_1","430.30443",170.6,"Multiple",NA,NA,"25-Hydroxyvitamin D3-2623-lactol","C27H42O4","-","M-H_[-1]",1690352.625
"HMDB60127",3,234375000,"25_63_1","429.30104",171.4,"Multiple",429.30103,0.02,"25-Hydroxyvitamin D3-2623-lactol","C27H42O4","430.308309832","M-H",5550140.3
"HMDB60128",3,234375000,"25_63_1","430.30443",170.6,"Multiple",NA,NA,"24-Oxo-1alpha25-dihydroxyvitamin D3","C27H42O4","-","M-H_[-1]",1690352.625
"HMDB60128",3,234375000,"25_63_1","429.30104",171.4,"Multiple",429.30103,0.02,"24-Oxo-1alpha25-dihydroxyvitamin D3","C27H42O4","430.308309832","M-H",5550140.3
"HMDB60245",3,229864864.864866,"177_2_50","115.01493",291.4,"Multiple",NA,NA,"L-3-Cyanoalanine","C4H6N2O2","-","M-H_[+2]",466104.178571429
"HMDB60245",3,229864864.864866,"177_2_50","113.03569",290.3,"Multiple",113.03565,0.35,"L-3-Cyanoalanine","C4H6N2O2","114.042927446","M-H",793382.1
"HMDB60262",3,247920560.747664,"61_1_1","129.03866",21.8,"Multiple",NA,NA,"5-Oxoprolinate","C5H7NO3","-","M-H_[-1]",4172291.66071429
"HMDB60262",3,247920560.747664,"61_1_1","128.03536",22.5,"Multiple",128.03532,0.31,"5-Oxoprolinate","C5H7NO3","129.042593095","M-H",85539440.5
"HMDB60280",3,20034000,"0_191_1","184.05913",27.6,"Multiple",NA,NA,"467-Trihydroxy-1234-tetrahydroisoquinoline","C9H11NO3","-","M-H_[+4]",8766433.46428571
"HMDB60280",3,20034000,"0_191_1","180.06660",27.6,"Multiple",180.06662,0.11,"467-Trihydroxy-1234-tetrahydroisoquinoline","C9H11NO3","181.073893223","M-H",26964463.1
"HMDB60324",3,19367307.6923077,"3_3_1","213.07118",27.8,"Unique",213.07043,3.52,"1-Methoxypyrene","C17H12O","232.088815006","M-H2O-H",12787971.9
"HMDB60324",3,19367307.6923077,"3_3_1","231.08160",28.2,"Unique",231.08154,0.26,"1-Methoxypyrene","C17H12O","232.088815006","M-H",243784835.6
"HMDB60382",3,1773577981.65138,"25_2_2","398.19001",29.3,"Multiple",NA,NA,"3beta-Hydroxypregn-5-en-20-one sulfate","C21H32O5S","-","M-H_[+3]",326322.589285714
"HMDB60382",3,1773577981.65138,"25_2_2","397.19395",29.2,"Multiple",NA,NA,"3beta-Hydroxypregn-5-en-20-one sulfate","C21H32O5S","-","M-H_[+2]",675457.866071429
"HMDB60382",3,1773577981.65138,"25_2_2","395.19119",28.4,"Multiple",395.18977,3.59,"3beta-Hydroxypregn-5-en-20-one sulfate","C21H32O5S","396.197044824","M-H",103810870.3
"HMDB60533",3,1756173913.04348,"25_9_1","239.05939",26.2,"Multiple",239.05928,0.46,"Nirvanol","C11H12N2O2","204.089877638","M+Cl",8789479.4
"HMDB60533",3,1756173913.04348,"25_9_1","204.08592",27.7,"Multiple",NA,NA,"Nirvanol","C11H12N2O2","-","M-H_[-1]",9664442.83928571
"HMDB60533",3,1756173913.04348,"25_9_1","203.08271",27.7,"Multiple",203.0826,0.54,"Nirvanol","C11H12N2O2","204.089877638","M-H",82855559.5
"HMDB60537",3,1624390243.90244,"25_6_1","252.05662",24.3,"Multiple",NA,NA,"p-Hydroxyphenobarbital","C12H12N2O4","-","M-H_[+5]",4788293.26785714
"HMDB60537",3,1624390243.90244,"25_6_1","247.57453",24.8,"Multiple",NA,NA,"p-Hydroxyphenobarbital","C12H12N2O4","-","M-H_[-1]",5502746.07142857
"HMDB60537",3,1624390243.90244,"25_6_1","247.07269",26.6,"Multiple",247.07243,1.05,"p-Hydroxyphenobarbital","C12H12N2O4","248.079706882","M-H",23505131.4
"HMDB60559",3,213277310.92437,"25_11_1","254.57408",25.1,"Unique",NA,NA,"Acetaminophen cystein","C11H14N2O3S","-","M-H_[+2]",6280162.42857143
"HMDB60559",3,213277310.92437,"25_11_1","253.56623",25.8,"Unique",NA,NA,"Acetaminophen cystein","C11H14N2O3S","-","M-H_[-1]",6985425.30357143
"HMDB60559",3,213277310.92437,"25_11_1","253.06461",27,"Unique",253.06524,2.49,"Acetaminophen cystein","C11H14N2O3S","254.072513014","M-H",28075117.4
"HMDB60582",3,265990099.009901,"227_3_2","397.16045",72,"Unique",NA,NA,"Benazeprilat","C22H24N2O5","-","M-H_[+2]",2567818.97321429
"HMDB60582",3,265990099.009901,"227_3_2","396.16649",71.9,"Unique",NA,NA,"Benazeprilat","C22H24N2O5","-","M-H_[-1]",2148406.58035714
"HMDB60582",3,265990099.009901,"227_3_2","395.16300",72,"Unique",395.16125,4.43,"Benazeprilat","C22H24N2O5","396.168521888","M-H",10119864.3
"HMDB60650",3,254423076.923077,"0_191_1","131.09070",27.6,"Multiple",NA,NA,"N-(2-Hydroxyethyl)-morpholine","C6H13NO2","-","M-H_[-1]",6050530.375
"HMDB60650",3,254423076.923077,"0_191_1","130.08732",28,"Multiple",130.08735,0.23,"N-(2-Hydroxyethyl)-morpholine","C6H13NO2","131.094628665","M-H",95137123.9
"HMDB60683",3,225401785.714286,"3_3_1","159.02504",25.5,"Multiple",NA,NA,"2-n-Propyl-4-oxopentanoic acid","C8H14O3","-","M-H_[+2]",11421531.0357143
"HMDB60683",3,225401785.714286,"3_3_1","157.08698",26.7,"Multiple",157.08702,0.25,"2-n-Propyl-4-oxopentanoic acid","C8H14O3","158.094294314","M-H",12499439.5
"HMDB60685",3,225401785.714286,"3_3_1","159.02504",25.5,"Multiple",NA,NA,"3-Oxovalproic acid","C8H14O3","-","M-H_[+2]",11421531.0357143
"HMDB60685",3,225401785.714286,"3_3_1","157.08698",26.7,"Multiple",157.08702,0.25,"3-Oxovalproic acid","C8H14O3","158.094294314","M-H",12499439.5
"HMDB60826",3,1624390243.90244,"25_6_1","252.05662",24.3,"Multiple",NA,NA,"Hydroxynalidixic acid","C12H12N2O4","-","M-H_[+5]",4788293.26785714
"HMDB60826",3,1624390243.90244,"25_6_1","247.57453",24.8,"Multiple",NA,NA,"Hydroxynalidixic acid","C12H12N2O4","-","M-H_[-1]",5502746.07142857
"HMDB60826",3,1624390243.90244,"25_6_1","247.07269",26.6,"Multiple",247.07243,1.05,"Hydroxynalidixic acid","C12H12N2O4","248.079706882","M-H",23505131.4
"HMDB60878",3,1756173913.04348,"25_9_1","239.05939",26.2,"Multiple",239.05928,0.46,"4-Hydroxyantipyrine","C11H12N2O2","204.089877638","M+Cl",8789479.4
"HMDB60878",3,1756173913.04348,"25_9_1","204.08592",27.7,"Multiple",NA,NA,"4-Hydroxyantipyrine","C11H12N2O2","-","M-H_[-1]",9664442.83928571
"HMDB60878",3,1756173913.04348,"25_9_1","203.08271",27.7,"Multiple",203.0826,0.54,"4-Hydroxyantipyrine","C11H12N2O2","204.089877638","M-H",82855559.5
"HMDB60967",3,1756173913.04348,"25_9_1","239.05939",26.2,"Multiple",239.05928,0.46,"S-nirvanol","C11H12N2O2","204.089877638","M+Cl",8789479.4
"HMDB60967",3,1756173913.04348,"25_9_1","204.08592",27.7,"Multiple",NA,NA,"S-nirvanol","C11H12N2O2","-","M-H_[-1]",9664442.83928571
"HMDB60967",3,1756173913.04348,"25_9_1","203.08271",27.7,"Multiple",203.0826,0.54,"S-nirvanol","C11H12N2O2","204.089877638","M-H",82855559.5
"HMDB61082",3,205932203.38983,"177_2_50","143.99144",291.6,"Multiple",NA,NA,"5-ethyl-5-methyl-24-oxazolidinedione","C6H9NO3","-","M-H_[+2]",415497.303571429
"HMDB61082",3,205932203.38983,"177_2_50","144.03021",290.9,"Multiple",NA,NA,"5-ethyl-5-methyl-24-oxazolidinedione","C6H9NO3","-","M-H_[+2]",493620.892857143
"HMDB61082",3,205932203.38983,"177_2_50","142.05097",292.7,"Multiple",142.05097,0,"5-ethyl-5-methyl-24-oxazolidinedione","C6H9NO3","143.058243159","M-H",992424.4
"HMDB61093",3,247920560.747664,"61_1_1","129.03866",21.8,"Multiple",NA,NA,"dimethadione","C5H7NO3","-","M-H_[-1]",4172291.66071429
"HMDB61093",3,247920560.747664,"61_1_1","128.03536",22.5,"Multiple",128.03532,0.31,"dimethadione","C5H7NO3","129.042593095","M-H",85539440.5
"HMDB61113",3,246658878.504673,"35_2_1","340.05500",20.1,"Multiple",NA,NA,"Sulforaphane-N-acetylcysteine","C11H20N2O4S3","-","M-H_[-1]",132786.428571429
"HMDB61113",3,246658878.504673,"35_2_1","339.05035",20.8,"Multiple",339.05124,2.62,"Sulforaphane-N-acetylcysteine","C11H20N2O4S3","340.058519208","M-H",327598
"HMDB00001",2,1e+05,"0_401_1","168.07785",65.3,"Multiple",168.07785,0,"1-Methylhistidine","C7H11N3O2","169.085126611","M-H",1159076.4
"HMDB00005",2,1e+05,"58_1_1","101.02439",24.7,"Multiple",101.02442,0.3,"2-Ketobutyric acid","C4H6O3","102.031694058","M-H",16124508.6
"HMDB00005",2,1e+05,"177_7_1","101.02441",291.4,"Multiple",101.02442,0.1,"2-Ketobutyric acid","C4H6O3","102.031694058","M-H",5233587.8
"HMDB00010",2,1e+05,"25_33_2","299.16532",71.7,"Multiple",299.16527,0.17,"2-Methoxyestrone","C19H24O3","300.172544634","M-H",214518.3
"HMDB00014",2,1e+05,"177_2_50","226.08332",292.8,"Unique",226.08333,0.04,"Deoxycytidine","C9H13N3O4","227.090605919","M-H",367296.2
"HMDB00017",2,1e+05,"23_4_1","182.04578",25.4,"Unique",182.04588,0.55,"4-Pyridoxic acid","C8H9NO4","183.053157781","M-H",15890445
"HMDB00019",2,1e+05,"241_1_1","115.04006",26.3,"Multiple",115.04007,0.09,"Alpha-ketoisovaleric acid","C5H8O3","116.047344122","M-H",39155857
"HMDB00020",2,1e+05,"3_3_2","151.04005",51.1,"Multiple",151.04007,0.13,"p-Hydroxyphenylacetic acid","C8H8O3","152.047344122","M-H",4548644.9
"HMDB00031",2,1e+05,"0_1137_1","289.21732",220.5,"Multiple",289.2173,0.07,"Androsterone","C19H30O2","290.224580204","M-H",214658.8
"HMDB00034",2,1e+05,"38_10_1","134.04722",116.2,"Unique",134.04722,0,"Adenine","C5H5N5","135.054495185","M-H",610216.8
"HMDB00043",2,100016,"61_2_1","116.07174",28.3,"Unique",116.0717,0.34,"Betaine","C5H11NO2","117.078978601","M-H",41159749.5
"HMDB00048",2,1e+05,"0_1396_1","341.10888",128,"Multiple",341.10894,0.18,"Melibiose","C12H22O11","342.116211546","M-H",277746.2
"HMDB00050",2,1e+05,"185_6_1","266.08818",59.1,"Multiple",266.08948,4.89,"Adenosine","C10H13N5O4","267.096753929","M-H",473753.2
"HMDB00050",2,1e+05,"0_992_1","266.08828",124.5,"Multiple",266.08948,4.51,"Adenosine","C10H13N5O4","267.096753929","M-H",431826.8
"HMDB00055",2,1e+05,"0_1396_1","341.10888",128,"Multiple",341.10894,0.18,"Cellobiose","C12H22O11","342.116211546","M-H",277746.2
"HMDB00060",2,1e+05,"58_1_1","101.02439",24.7,"Multiple",101.02442,0.3,"Acetoacetic acid","C4H6O3","102.031694058","M-H",16124508.6
"HMDB00060",2,1e+05,"177_7_1","101.02441",291.4,"Multiple",101.02442,0.1,"Acetoacetic acid","C4H6O3","102.031694058","M-H",5233587.8
"HMDB00064",2,100005,"0_190_1","130.06219",24.2,"Unique",130.0622,0.08,"Creatine","C4H9N3O2","131.069476547","M-H",6532183.2
"HMDB00079",2,1e+05,"177_2_50","127.05130",294.3,"Multiple",127.0513,0,"Dihydrothymine","C5H8N2O2","128.05857751","M-H",228396.5
"HMDB00085",2,1e+05,"185_6_1","266.08818",59.1,"Multiple",266.08948,4.89,"Deoxyguanosine","C10H13N5O4","267.096753929","M-H",473753.2
"HMDB00085",2,1e+05,"0_992_1","266.08828",124.5,"Multiple",266.08948,4.51,"Deoxyguanosine","C10H13N5O4","267.096753929","M-H",431826.8
"HMDB00092",2,100016,"61_3_1","102.05606",21.3,"Unique",102.05605,0.1,"Dimethylglycine","C4H9NO2","103.063328537","M-H",7424024.1
"HMDB00098",2,1e+05,"0_294_1","149.04550",22.3,"Multiple",149.04555,0.34,"D-Xylose","C5H10O5","150.05282343","M-H",10650810.5
"HMDB00099",2,1e+05,"3_3_1","221.05919",23.8,"Multiple",221.06015,4.34,"L-Cystathionine","C7H14N2O4S","222.067427636","M-H",16028631.6
"HMDB00114",2,1e+05,"61_3_1","214.04868",23.6,"Multiple",214.0486,0.37,"Glycerylphosphorylethanolamine","C5H14NO6P","215.055873697","M-H",5154818.7
"HMDB00118",2,1e+05,"0_484_1","181.05068",25.1,"Multiple",181.05063,0.28,"Homovanillic acid","C9H10O4","182.057908808","M-H",7765863.9
"HMDB00126",2,1e+05,"0_416_1","171.00646",19.1,"Multiple",171.0064,0.35,"Glycerol 3-phosphate","C3H9O6P","172.013674532","M-H",5003741.9
"HMDB00127",2,1e+05,"61_2_1","193.03528",21.3,"Multiple",193.03538,0.52,"D-Glucuronic acid","C6H10O7","194.042652674","M-H",8612529.3
"HMDB00130",2,1e+05,"61_14_1","167.03496",293,"Multiple",167.03498,0.12,"Homogentisic acid","C8H8O4","168.042258744","M-H",231775.3
"HMDB00133",2,1e+05,"25_11_1","282.08490",20.2,"Multiple",282.08439,1.81,"Guanosine","C10H13N5O5","283.091668551","M-H",1362818.1
"HMDB00145",2,1e+05,"0_1016_1","269.15471",165.4,"Multiple",269.1547,0.04,"Estrone","C18H22O2","270.161979948","M-H",503945.4
"HMDB00150",2,1e+05,"0_454_1","177.04045",290.7,"Multiple",177.04046,0.06,"Gluconolactone","C6H10O6","178.047738052","M-H",437315.2
"HMDB00150",2,1e+05,"0_455_1","177.04049",21.3,"Multiple",177.04046,0.17,"Gluconolactone","C6H10O6","178.047738052","M-H",2836014.2
"HMDB00152",2,1e+05,"0_307_1","153.01933",23.8,"Multiple",153.01933,0,"Gentisic acid","C7H6O4","154.02660868","M-H",8968404.1
"HMDB00152",2,1e+05,"0_308_1","153.01935",290.5,"Multiple",153.01933,0.13,"Gentisic acid","C7H6O4","154.02660868","M-H",485284.6
"HMDB00153",2,1e+05,"0_269_3","287.16532",33.6,"Multiple",287.16527,0.17,"Estriol","C18H24O3","288.172544634","M-H",470506.5
"HMDB00157",2,1e+05,"0_218_1","135.03129",26.4,"Multiple",135.03123,0.44,"Hypoxanthine","C5H4N4O","136.03851077","M-H",18557970.5
"HMDB00161",2,100037,"61_1_1","88.04042",27,"Unique",88.0404,0.23,"L-Alanine","C3H7NO2","89.047678473","M-H",11148468.3
"HMDB00162",2,1e+05,"0_114_2","114.05606",28,"Multiple",114.05605,0.09,"L-Proline","C5H9NO2","115.063328537","M-H",10269166.6
"HMDB00163",2,1e+05,"0_1396_1","341.10888",128,"Multiple",341.10894,0.18,"D-Maltose","C12H22O11","342.116211546","M-H",277746.2
"HMDB00167",2,100023,"61_2_1","118.05100",25.2,"Unique",118.05097,0.25,"L-Threonine","C4H9NO3","119.058243159","M-H",36811234.9
"HMDB00168",2,13331272,"61_2_1","131.04620",23.8,"Unique",131.04622,0.15,"L-Asparagine","C4H8N2O3","132.053492132","M-H",11390043.3
"HMDB00174",2,1e+05,"0_374_1","163.06121",27.1,"Multiple",163.0612,0.06,"L-Fucose","C6H12O5","164.068473494","M-H",1001212.7
"HMDB00182",2,100011,"61_2_2","145.09828",52.7,"Unique",145.09825,0.21,"L-Lysine","C6H14N2O2","146.105527702","M-H",132406294.4
"HMDB00186",2,1e+05,"0_1396_1","341.10888",128,"Multiple",341.10894,0.18,"Alpha-Lactose","C12H22O11","342.116211546","M-H",277746.2
"HMDB00187",2,100024,"61_2_1","104.03536",23.8,"Unique",104.03532,0.38,"L-Serine","C3H7NO3","105.042593095","M-H",14385541.9
"HMDB00197",2,1e+05,"0_438_1","174.05596",27,"Multiple",174.05605,0.52,"Indoleacetic acid","C10H9NO2","175.063328537","M-H",7857914.7
"HMDB00202",2,1e+05,"201_2_1","117.01934",23.1,"Multiple",117.01933,0.09,"Methylmalonic acid","C4H6O4","118.02660868","M-H",22364799.6
"HMDB00205",2,1e+05,"0_373_1","163.04009",171.2,"Multiple",163.04007,0.12,"Phenylpyruvic acid","C9H8O3","164.047344122","M-H",1204032
"HMDB00205",2,1e+05,"177_29_1","163.04010",293.4,"Multiple",163.04007,0.18,"Phenylpyruvic acid","C9H8O3","164.047344122","M-H",396370.5
"HMDB00208",2,100043,"61_2_1","145.01429",22,"Unique",145.01425,0.28,"Oxoglutaric acid","C5H6O5","146.021523302","M-H",37947359.5
"HMDB00210",2,1e+05,"11_5_1","218.10318",22.9,"Unique",218.1034,1.01,"Pantothenic acid","C9H17NO5","219.110672659","M-H",5417241.9
"HMDB00214",2,100005,"0_197_1","131.08263",19.8,"Unique",131.0826,0.23,"Ornithine","C5H12N2O2","132.089877638","M-H",3790735.6
"HMDB00217",2,1e+05,"177_77_1","743.07237",152.7,"Unique",743.076,4.89,"NADP","C21H29N7O17P3","744.083277073","M-H",87403.9
"HMDB00223",2,1e+05,"0_193_1","130.99857",122.2,"Multiple",130.9986,0.23,"Oxalacetic acid","C4H4O5","132.005873238","M-H",684731.5
"HMDB00223",2,1e+05,"0_194_1","130.99860",290.1,"Multiple",130.9986,0,"Oxalacetic acid","C4H4O5","132.005873238","M-H",496601.4
"HMDB00224",2,1e+05,"0_242_1","140.01186",86.2,"Multiple",140.01182,0.29,"O-Phosphoethanolamine","C2H8NO4P","141.019094261","M-H",1143250
"HMDB00225",2,1e+05,"0_352_1","159.02985",20.7,"Multiple",159.0299,0.31,"Oxoadipic acid","C6H8O5","160.037173366","M-H",701023.3
"HMDB00227",2,1e+05,"0_285_1","147.06621",23.1,"Multiple",147.06628,0.48,"Mevalonic acid","C6H12O4","148.073558872","M-H",3577023.8
"HMDB00227",2,1e+05,"177_23_1","147.06634",292,"Multiple",147.06628,0.41,"Mevalonic acid","C6H12O4","148.073558872","M-H",7211330.4
"HMDB00228",2,1e+05,"26_1_2","93.03459",26.5,"Unique",93.03459,0,"Phenol","C6H6O","94.041864814","M-H",6474991.8
"HMDB00232",2,1e+05,"177_2_50","166.01455",290.9,"Multiple",166.01458,0.18,"Quinolinic acid","C7H5NO4","167.021857653","M-H",811445.5
"HMDB00232",2,1e+05,"0_387_1","166.01456",110.9,"Multiple",166.01458,0.12,"Quinolinic acid","C7H5NO4","167.021857653","M-H",734279.1
"HMDB00254",2,1e+05,"201_2_1","117.01934",23.1,"Multiple",117.01933,0.09,"Succinic acid","C4H6O4","118.02660868","M-H",22364799.6
